ANO_MES,STATUS,SEGMENTO,QTD_CLIENTES,CLIENTES_ATIVOS_30_DIAS,CLIENTES_ATIVOS_60_DIAS,CLIENTES_ATIVOS_90_DIAS
2017-12-01,Churn,Nao Perder!,16,0,0,0
2017-12-01,Churn,Perdido,4591,4,4,4
2017-12-01,Churn,,18132,2,3,3
2017-12-01,Dormente,Campeao,126,2,126,126
2017-12-01,Dormente,Clientes Fieis,5979,32,4510,5936
2017-12-01,Dormente,Clientes Promissores,739,1,700,739
2017-12-01,Dormente,Novos Clientes,28,0,28,28
2017-12-01,Dormente,Potencial Fiel,3675,9,3490,3669
2017-12-01,Dormente,Precisa de Atencao,1225,3,3,1182
2017-12-01,Dormente,Quase Dormindo,1616,3,3,1538
2017-12-01,Dormente,,5,0,3,5
2017-12-01,Inativo,Clientes Fieis,21,0,0,0
2017-12-01,Inativo,Em Risco,2937,4,4,6
2017-12-01,Inativo,Hibernando,2115,2,2,2
2017-12-01,Inativo,Perdido,1727,3,3,4
2017-12-01,Inativo,Precisa de Atencao,31,0,0,0
2017-12-01,Inativo,Quase Dormindo,43,0,0,0
2017-12-01,Inativo,,1,0,0,0
2017-12-01,Não Ativado,Clientes Promissores,1,0,1,1
2017-12-01,Não Ativado,Nao Perder!,1,0,0,0
2017-12-01,Não Ativado,Perdido,3,0,0,0
2017-12-01,Não Ativado,Potencial Fiel,1,1,1,1
2017-12-01,Não Ativado,,6018,29,29,29
2018-01-01,Ativo,Campeao,13201,13055,13200,13201
2018-01-01,Ativo,Clientes Fieis,7786,7587,7784,7784
2018-01-01,Ativo,Novos Clientes,720,691,717,717
2018-01-01,Ativo,Potencial Fiel,4946,4788,4944,4944
2018-01-01,Ativo,,53,53,53,53
2018-01-01,Churn,Em Risco,664,0,0,0
2018-01-01,Churn,Hibernando,17,0,0,0
2018-01-01,Churn,Nao Perder!,13,0,0,0
2018-01-01,Churn,Perdido,4196,5,5,6
2018-01-01,Churn,,21025,4,4,5
2018-01-01,Dormente,Campeao,111,1,111,111
2018-01-01,Dormente,Clientes Fieis,5242,41,3897,5200
2018-01-01,Dormente,Clientes Promissores,657,1,617,656
2018-01-01,Dormente,Novos Clientes,27,0,27,27
2018-01-01,Dormente,Potencial Fiel,3394,11,3238,3390
2018-01-01,Dormente,Precisa de Atencao,1175,0,0,1141
2018-01-01,Dormente,Quase Dormindo,1492,4,4,1429
2018-01-01,Dormente,,5,0,4,5
2018-01-01,Inativo,Clientes Fieis,22,0,0,0
2018-01-01,Inativo,Em Risco,2672,8,13,13
2018-01-01,Inativo,Hibernando,1956,2,2,3
2018-01-01,Inativo,Perdido,1575,0,0,0
2018-01-01,Inativo,Precisa de Atencao,30,0,0,0
2018-01-01,Inativo,Quase Dormindo,45,0,0,0
2018-01-01,Inativo,,5,0,0,0
2018-01-01,Não Ativado,Clientes Fieis,1,0,0,1
2018-01-01,Não Ativado,,1551,21,21,21
2018-02-01,Ativo,Campeao,11839,11696,11839,11839
2018-02-01,Ativo,Clientes Fieis,7059,6885,7057,7059
2018-02-01,Ativo,Novos Clientes,782,751,782,782
2018-02-01,Ativo,Potencial Fiel,4756,4597,4752,4752
2018-02-01,Ativo,,40,40,40,40
2018-02-01,Churn,Em Risco,560,1,1,1
2018-02-01,Churn,Hibernando,17,0,0,0
2018-02-01,Churn,Nao Perder!,11,0,0,0
2018-02-01,Churn,Perdido,4299,4,4,4
2018-02-01,Churn,,20740,2,2,3
2018-02-01,Dormente,Campeao,100,0,100,100
2018-02-01,Dormente,Clientes Fieis,4735,20,3520,4701
2018-02-01,Dormente,Clientes Promissores,644,1,599,644
2018-02-01,Dormente,Novos Clientes,25,0,25,25
2018-02-01,Dormente,Potencial Fiel,3128,5,2979,3125
2018-02-01,Dormente,Precisa de Atencao,1102,2,2,1056
2018-02-01,Dormente,Quase Dormindo,1473,1,1,1425
2018-02-01,Dormente,,8,0,3,8
2018-02-01,Inativo,Clientes Fieis,23,0,0,0
2018-02-01,Inativo,Em Risco,2424,7,8,8
2018-02-01,Inativo,Hibernando,1926,5,5,5
2018-02-01,Inativo,Perdido,1705,0,1,1
2018-02-01,Inativo,Precisa de Atencao,25,0,0,0
2018-02-01,Inativo,Quase Dormindo,53,0,0,0
2018-02-01,Não Ativado,Clientes Fieis,1,0,0,1
2018-02-01,Não Ativado,Perdido,1,0,0,0
2018-02-01,Não Ativado,Potencial Fiel,1,1,1,1
2018-02-01,Não Ativado,,6419,31,32,33
2018-03-01,Ativo,Campeao,12809,12701,12807,12808
2018-03-01,Ativo,Clientes Fieis,7890,7693,7889,7890
2018-03-01,Ativo,Novos Clientes,678,651,676,676
2018-03-01,Ativo,Potencial Fiel,4937,4775,4936,4936
2018-03-01,Ativo,,54,54,54,54
2018-03-01,Churn,Em Risco,666,0,0,0
2018-03-01,Churn,Hibernando,12,0,0,0
2018-03-01,Churn,Nao Perder!,18,0,0,0
2018-03-01,Churn,Perdido,4098,2,2,3
2018-03-01,Churn,,21051,5,6,6
2018-03-01,Dormente,Campeao,102,0,102,102
2018-03-01,Dormente,Clientes Fieis,5068,33,3784,5033
2018-03-01,Dormente,Clientes Promissores,624,0,593,623
2018-03-01,Dormente,Novos Clientes,19,0,19,19
2018-03-01,Dormente,Potencial Fiel,3349,8,3199,3348
2018-03-01,Dormente,Precisa de Atencao,1058,2,2,1010
2018-03-01,Dormente,Quase Dormindo,1367,1,1,1307
2018-03-01,Dormente,,3,1,2,3
2018-03-01,Inativo,Clientes Fieis,23,0,0,0
2018-03-01,Inativo,Em Risco,2523,7,8,9
2018-03-01,Inativo,Hibernando,1856,7,7,7
2018-03-01,Inativo,Perdido,1582,0,0,0
2018-03-01,Inativo,Precisa de Atencao,22,0,0,0
2018-03-01,Inativo,Quase Dormindo,38,0,0,0
2018-03-01,Inativo,,2,0,0,0
2018-03-01,Não Ativado,Campeao,1,1,1,1
2018-03-01,Não Ativado,Clientes Promissores,1,0,1,1
2018-03-01,Não Ativado,Perdido,2,0,0,0
2018-03-01,Não Ativado,Potencial Fiel,1,1,1,1
2018-03-01,Não Ativado,Quase Dormindo,1,0,0,1
2018-03-01,Não Ativado,,23548,35,38,40
2018-04-01,Ativo,Campeao,12059,11944,12058,12059
2018-04-01,Ativo,Clientes Fieis,7006,6831,7004,7005
2018-04-01,Ativo,Novos Clientes,639,625,639,639
2018-04-01,Ativo,Potencial Fiel,4532,4351,4527,4528
2018-04-01,Ativo,,28,28,28,28
2018-04-01,Churn,Em Risco,654,0,0,0
2018-04-01,Churn,Hibernando,14,0,0,0
2018-04-01,Churn,Nao Perder!,9,0,0,0
2018-04-01,Churn,Perdido,3867,2,2,2
2018-04-01,Churn,,19630,5,5,6
2018-04-01,Dormente,Campeao,95,0,95,95
2018-04-01,Dormente,Clientes Fieis,4624,32,3469,4596
2018-04-01,Dormente,Clientes Promissores,616,0,579,615
2018-04-01,Dormente,Novos Clientes,26,0,26,26
2018-04-01,Dormente,Potencial Fiel,3020,8,2872,3017
2018-04-01,Dormente,Precisa de Atencao,1095,4,5,1056
2018-04-01,Dormente,Quase Dormindo,1339,1,1,1275
2018-04-01,Dormente,,4,0,1,4
2018-04-01,Inativo,Clientes Fieis,27,0,0,0
2018-04-01,Inativo,Em Risco,2356,10,12,12
2018-04-01,Inativo,Hibernando,1729,2,3,4
2018-04-01,Inativo,Perdido,1455,0,0,0
2018-04-01,Inativo,Precisa de Atencao,17,0,0,0
2018-04-01,Inativo,Quase Dormindo,35,0,0,0
2018-04-01,Inativo,,2,0,0,0
2018-04-01,Não Ativado,Perdido,2,0,0,0
2018-04-01,Não Ativado,Precisa de Atencao,1,0,0,1
2018-04-01,Não Ativado,Quase Dormindo,2,0,0,2
2018-04-01,Não Ativado,,674,16,17,18
2018-05-01,Ativo,Campeao,13093,12965,13093,13093
2018-05-01,Ativo,Clientes Fieis,7703,7529,7702,7703
2018-05-01,Ativo,Novos Clientes,769,730,766,766
2018-05-01,Ativo,Potencial Fiel,5019,4839,5012,5014
2018-05-01,Ativo,,41,41,41,41
2018-05-01,Churn,Em Risco,680,1,1,1
2018-05-01,Churn,Hibernando,24,0,0,0
2018-05-01,Churn,Nao Perder!,12,0,0,0
2018-05-01,Churn,Perdido,4271,5,5,6
2018-05-01,Churn,,21213,1,1,1
2018-05-01,Dormente,Campeao,90,0,90,90
2018-05-01,Dormente,Clientes Fieis,5289,22,3913,5248
2018-05-01,Dormente,Clientes Promissores,689,0,652,687
2018-05-01,Dormente,Novos Clientes,18,0,18,18
2018-05-01,Dormente,Potencial Fiel,3456,13,3271,3455
2018-05-01,Dormente,Precisa de Atencao,1148,3,4,1103
2018-05-01,Dormente,Quase Dormindo,1530,0,0,1463
2018-05-01,Dormente,,6,0,4,6
2018-05-01,Inativo,Clientes Fieis,20,0,0,0
2018-05-01,Inativo,Em Risco,2641,9,11,11
2018-05-01,Inativo,Hibernando,1978,4,4,5
2018-05-01,Inativo,Perdido,1715,1,1,1
2018-05-01,Inativo,Precisa de Atencao,27,0,0,0
2018-05-01,Inativo,Quase Dormindo,30,0,0,0
2018-05-01,Inativo,,4,0,0,0
2018-05-01,Não Ativado,Clientes Fieis,2,2,2,2
2018-05-01,Não Ativado,Em Risco,1,0,0,0
2018-05-01,Não Ativado,Hibernando,1,0,0,0
2018-05-01,Não Ativado,Perdido,2,0,0,0
2018-05-01,Não Ativado,Potencial Fiel,1,1,1,1
2018-05-01,Não Ativado,,1256,19,21,22
2018-06-01,Ativo,Campeao,27712,27436,27711,27711
2018-06-01,Ativo,Clientes Fieis,16157,15750,16153,16154
2018-06-01,Ativo,Novos Clientes,1393,1341,1391,1391
2018-06-01,Ativo,Potencial Fiel,10095,9756,10082,10086
2018-06-01,Ativo,,88,88,88,88
2018-06-01,Churn,Em Risco,1220,1,1,1
2018-06-01,Churn,Hibernando,27,0,0,0
2018-06-01,Churn,Nao Perder!,20,0,0,0
2018-06-01,Churn,Perdido,8092,2,3,6
2018-06-01,Churn,,35676,12,13,13
2018-06-01,Dormente,Campeao,222,3,222,222
2018-06-01,Dormente,Clientes Fieis,10779,67,8091,10712
2018-06-01,Dormente,Clientes Promissores,1293,3,1223,1289
2018-06-01,Dormente,Novos Clientes,51,0,51,51
2018-06-01,Dormente,Potencial Fiel,6838,22,6528,6835
2018-06-01,Dormente,Precisa de Atencao,2267,3,3,2174
2018-06-01,Dormente,Quase Dormindo,2893,2,2,2760
2018-06-01,Dormente,,12,1,9,12
2018-06-01,Inativo,Clientes Fieis,58,0,0,0
2018-06-01,Inativo,Em Risco,4930,9,10,11
2018-06-01,Inativo,Hibernando,3847,5,5,5
2018-06-01,Inativo,Perdido,3014,1,1,1
2018-06-01,Inativo,Precisa de Atencao,55,0,0,0
2018-06-01,Inativo,Quase Dormindo,82,0,0,0
2018-06-01,Inativo,,6,0,0,0
2018-06-01,Não Ativado,Campeao,1,1,1,1
2018-06-01,Não Ativado,Hibernando,1,0,0,0
2018-06-01,Não Ativado,Perdido,1,0,0,0
2018-06-01,Não Ativado,Potencial Fiel,1,0,1,1
2018-06-01,Não Ativado,Quase Dormindo,1,0,0,1
2018-06-01,Não Ativado,,2601,59,66,73
2018-07-01,Ativo,Campeao,75492,74750,75491,75491
2018-07-01,Ativo,Clientes Fieis,44696,43653,44689,44691
2018-07-01,Ativo,Novos Clientes,3721,3588,3720,3720
2018-07-01,Ativo,Potencial Fiel,27653,26766,27636,27639
2018-07-01,Ativo,,257,254,257,257
2018-07-01,Churn,Em Risco,3170,5,7,8
2018-07-01,Churn,Hibernando,92,0,0,0
2018-07-01,Churn,Nao Perder!,53,0,0,0
2018-07-01,Churn,Perdido,21078,14,14,17
2018-07-01,Churn,,80740,13,16,19
2018-07-01,Dormente,Campeao,639,4,639,639
2018-07-01,Dormente,Clientes Fieis,29456,185,22211,29268
2018-07-01,Dormente,Clientes Promissores,3396,4,3198,3393
2018-07-01,Dormente,Novos Clientes,117,0,117,117
2018-07-01,Dormente,Potencial Fiel,18449,45,17566,18434
2018-07-01,Dormente,Precisa de Atencao,6130,17,19,5900
2018-07-01,Dormente,Quase Dormindo,7816,13,15,7445
2018-07-01,Dormente,,25,0,20,25
2018-07-01,Inativo,Clientes Fieis,138,0,0,0
2018-07-01,Inativo,Em Risco,13459,28,33,35
2018-07-01,Inativo,Hibernando,9934,17,17,17
2018-07-01,Inativo,Perdido,8332,8,8,8
2018-07-01,Inativo,Precisa de Atencao,188,0,0,0
2018-07-01,Inativo,Quase Dormindo,249,0,0,0
2018-07-01,Inativo,,3,0,0,0
2018-07-01,Não Ativado,Campeao,1,1,1,1
2018-07-01,Não Ativado,Clientes Fieis,2,1,1,2
2018-07-01,Não Ativado,Em Risco,1,0,0,0
2018-07-01,Não Ativado,Hibernando,2,0,0,0
2018-07-01,Não Ativado,Perdido,6,0,0,0
2018-07-01,Não Ativado,Potencial Fiel,1,1,1,1
2018-07-01,Não Ativado,,2154,141,149,154
2018-08-01,Ativo,Campeao,33899,33517,33897,33899
2018-08-01,Ativo,Clientes Fieis,21712,21200,21708,21710
2018-08-01,Ativo,Novos Clientes,2078,1996,2075,2075
2018-08-01,Ativo,Potencial Fiel,14536,13999,14527,14527
2018-08-01,Ativo,,121,120,121,121
2018-08-01,Churn,Em Risco,1760,2,2,3
2018-08-01,Churn,Hibernando,53,0,0,0
2018-08-01,Churn,Nao Perder!,33,0,0,0
2018-08-01,Churn,Perdido,12293,5,5,6
2018-08-01,Churn,,51219,10,11,13
2018-08-01,Dormente,Campeao,326,3,326,326
2018-08-01,Dormente,Clientes Fieis,14522,89,10805,14421
2018-08-01,Dormente,Clientes Promissores,1953,4,1844,1951
2018-08-01,Dormente,Novos Clientes,69,0,69,69
2018-08-01,Dormente,Potencial Fiel,10032,29,9510,10022
2018-08-01,Dormente,Precisa de Atencao,3250,17,19,3136
2018-08-01,Dormente,Quase Dormindo,4344,5,5,4167
2018-08-01,Dormente,,8,0,7,8
2018-08-01,Inativo,Clientes Fieis,65,1,1,1
2018-08-01,Inativo,Em Risco,7046,14,15,21
2018-08-01,Inativo,Hibernando,5774,10,10,10
2018-08-01,Inativo,Perdido,4930,3,3,3
2018-08-01,Inativo,Precisa de Atencao,82,0,0,0
2018-08-01,Inativo,Quase Dormindo,130,0,0,0
2018-08-01,Inativo,,3,0,0,0
2018-08-01,Não Ativado,Clientes Fieis,1,0,1,1
2018-08-01,Não Ativado,Nao Perder!,1,0,0,0
2018-08-01,Não Ativado,Perdido,2,0,0,0
2018-08-01,Não Ativado,,8832,58,60,62
2018-09-01,Ativo,Campeao,16102,15906,16101,16102
2018-09-01,Ativo,Clientes Fieis,10313,10032,10306,10310
2018-09-01,Ativo,Novos Clientes,1044,1007,1041,1041
2018-09-01,Ativo,Potencial Fiel,6882,6665,6878,6879
2018-09-01,Ativo,,59,59,59,59
2018-09-01,Churn,Em Risco,927,1,1,1
2018-09-01,Churn,Hibernando,30,0,0,0
2018-09-01,Churn,Nao Perder!,11,0,0,0
2018-09-01,Churn,Perdido,6121,4,5,6
2018-09-01,Churn,,27941,1,2,2
2018-09-01,Dormente,Campeao,137,2,137,137
2018-09-01,Dormente,Clientes Fieis,7035,54,5306,6985
2018-09-01,Dormente,Clientes Promissores,933,1,869,931
2018-09-01,Dormente,Novos Clientes,31,0,31,31
2018-09-01,Dormente,Potencial Fiel,4766,11,4530,4761
2018-09-01,Dormente,Precisa de Atencao,1523,3,4,1463
2018-09-01,Dormente,Quase Dormindo,2072,1,1,1981
2018-09-01,Dormente,,11,0,8,11
2018-09-01,Inativo,Clientes Fieis,37,0,0,0
2018-09-01,Inativo,Em Risco,3479,9,9,13
2018-09-01,Inativo,Hibernando,2766,6,7,7
2018-09-01,Inativo,Perdido,2296,3,3,3
2018-09-01,Inativo,Precisa de Atencao,32,0,0,0
2018-09-01,Inativo,Quase Dormindo,76,0,0,0
2018-09-01,Inativo,,2,0,0,0
2018-09-01,Não Ativado,Em Risco,1,0,0,0
2018-09-01,Não Ativado,Perdido,1,0,0,0
2018-09-01,Não Ativado,Quase Dormindo,1,0,0,1
2018-09-01,Não Ativado,,942,37,40,43
2018-10-01,Ativo,Campeao,16405,16232,16403,16404
2018-10-01,Ativo,Clientes Fieis,10655,10409,10654,10655
2018-10-01,Ativo,Novos Clientes,1146,1114,1145,1145
2018-10-01,Ativo,Potencial Fiel,7234,7016,7229,7229
2018-10-01,Ativo,,62,61,62,62
2018-10-01,Churn,Em Risco,940,1,2,2
2018-10-01,Churn,Hibernando,19,0,0,0
2018-10-01,Churn,Nao Perder!,17,0,0,0
2018-10-01,Churn,Perdido,6843,2,3,4
2018-10-01,Churn,,30952,4,4,5
2018-10-01,Dormente,Campeao,131,1,131,131
2018-10-01,Dormente,Clientes Fieis,7081,30,5312,7055
2018-10-01,Dormente,Clientes Promissores,1094,2,1034,1093
2018-10-01,Dormente,Novos Clientes,43,0,43,43
2018-10-01,Dormente,Potencial Fiel,4865,5,4614,4858
2018-10-01,Dormente,Precisa de Atencao,1599,3,3,1550
2018-10-01,Dormente,Quase Dormindo,2367,1,1,2276
2018-10-01,Dormente,,4,1,2,4
2018-10-01,Inativo,Clientes Fieis,29,0,0,0
2018-10-01,Inativo,Em Risco,3682,6,7,9
2018-10-01,Inativo,Hibernando,2958,3,3,4
2018-10-01,Inativo,Perdido,2605,1,3,3
2018-10-01,Inativo,Precisa de Atencao,30,0,0,0
2018-10-01,Inativo,Quase Dormindo,69,0,0,0
2018-10-01,Inativo,,4,0,0,0
2018-10-01,Não Ativado,Campeao,1,1,1,1
2018-10-01,Não Ativado,Perdido,3,0,0,0
2018-10-01,Não Ativado,Quase Dormindo,1,0,0,1
2018-10-01,Não Ativado,,7513,31,34,35
2018-11-01,Ativo,Campeao,21206,20968,21206,21206
2018-11-01,Ativo,Clientes Fieis,13483,13150,13482,13482
2018-11-01,Ativo,Novos Clientes,1276,1226,1274,1274
2018-11-01,Ativo,Potencial Fiel,8982,8700,8976,8976
2018-11-01,Ativo,,86,85,86,86
2018-11-01,Churn,Em Risco,1144,1,1,1
2018-11-01,Churn,Hibernando,35,0,0,0
2018-11-01,Churn,Nao Perder!,20,0,0,0
2018-11-01,Churn,Perdido,7491,3,4,4
2018-11-01,Churn,,33678,7,8,10
2018-11-01,Dormente,Campeao,181,3,181,181
2018-11-01,Dormente,Clientes Fieis,9087,53,6788,9021
2018-11-01,Dormente,Clientes Promissores,1240,1,1169,1240
2018-11-01,Dormente,Novos Clientes,48,0,48,48
2018-11-01,Dormente,Potencial Fiel,6059,14,5757,6052
2018-11-01,Dormente,Precisa de Atencao,2067,6,6,1989
2018-11-01,Dormente,Quase Dormindo,2657,6,6,2544
2018-11-01,Dormente,,9,0,7,8
2018-11-01,Inativo,Clientes Fieis,44,0,0,0
2018-11-01,Inativo,Em Risco,4414,10,10,11
2018-11-01,Inativo,Hibernando,3355,1,2,2
2018-11-01,Inativo,Perdido,2907,2,2,3
2018-11-01,Inativo,Precisa de Atencao,59,1,1,1
2018-11-01,Inativo,Quase Dormindo,90,0,0,0
2018-11-01,Inativo,,4,0,0,0
2018-11-01,Não Ativado,Perdido,1,0,0,0
2018-11-01,Não Ativado,Quase Dormindo,1,0,0,1
2018-11-01,Não Ativado,,1349,38,40,40
2018-12-01,Ativo,Campeao,18968,18767,18968,18968
2018-12-01,Ativo,Clientes Fieis,12397,12058,12396,12396
2018-12-01,Ativo,Novos Clientes,1208,1155,1207,1207
2018-12-01,Ativo,Potencial Fiel,8095,7820,8090,8091
2018-12-01,Ativo,,71,71,71,71
2018-12-01,Churn,Em Risco,1050,2,2,2
2018-12-01,Churn,Hibernando,23,0,0,0
2018-12-01,Churn,Nao Perder!,18,0,0,0
2018-12-01,Churn,Perdido,6958,12,14,14
2018-12-01,Churn,,30853,5,5,6
2018-12-01,Dormente,Campeao,159,4,158,158
2018-12-01,Dormente,Clientes Fieis,8071,52,6022,8007
2018-12-01,Dormente,Clientes Promissores,1067,1,999,1064
2018-12-01,Dormente,Novos Clientes,40,0,40,40
2018-12-01,Dormente,Potencial Fiel,5437,14,5168,5432
2018-12-01,Dormente,Precisa de Atencao,1880,4,5,1802
2018-12-01,Dormente,Quase Dormindo,2438,5,6,2312
2018-12-01,Dormente,,18,0,11,18
2018-12-01,Inativo,Clientes Fieis,36,0,0,0
2018-12-01,Inativo,Em Risco,4129,8,9,12
2018-12-01,Inativo,Hibernando,3229,6,6,7
2018-12-01,Inativo,Perdido,2711,6,6,6
2018-12-01,Inativo,Precisa de Atencao,48,0,0,0
2018-12-01,Inativo,Quase Dormindo,81,0,0,0
2018-12-01,Inativo,,3,0,0,0
2018-12-01,Não Ativado,Clientes Fieis,1,1,1,1
2018-12-01,Não Ativado,Em Risco,1,0,0,0
2018-12-01,Não Ativado,Perdido,3,0,0,0
2018-12-01,Não Ativado,,1373,50,53,55
2019-01-01,Ativo,Campeao,16419,16243,16417,16418
2019-01-01,Ativo,Clientes Fieis,10695,10426,10692,10693
2019-01-01,Ativo,Novos Clientes,1029,990,1028,1028
2019-01-01,Ativo,Potencial Fiel,7143,6916,7133,7135
2019-01-01,Ativo,,69,68,69,69
2019-01-01,Churn,Em Risco,911,0,0,0
2019-01-01,Churn,Hibernando,27,0,0,0
2019-01-01,Churn,Nao Perder!,12,0,0,0
2019-01-01,Churn,Perdido,6113,7,7,8
2019-01-01,Churn,,28275,5,5,6
2019-01-01,Dormente,Campeao,119,5,119,119
2019-01-01,Dormente,Clientes Fieis,7020,49,5289,6965
2019-01-01,Dormente,Clientes Promissores,968,1,913,966
2019-01-01,Dormente,Novos Clientes,50,0,50,50
2019-01-01,Dormente,Potencial Fiel,4873,18,4640,4870
2019-01-01,Dormente,Precisa de Atencao,1546,7,7,1492
2019-01-01,Dormente,Quase Dormindo,2162,2,3,2062
2019-01-01,Dormente,,12,0,9,11
2019-01-01,Inativo,Clientes Fieis,34,0,0,0
2019-01-01,Inativo,Em Risco,3719,5,7,9
2019-01-01,Inativo,Hibernando,2912,2,2,3
2019-01-01,Inativo,Perdido,2404,1,1,1
2019-01-01,Inativo,Precisa de Atencao,46,0,0,0
2019-01-01,Inativo,Quase Dormindo,64,0,0,0
2019-01-01,Inativo,,2,0,0,0
2019-01-01,Não Ativado,Clientes Fieis,2,0,2,2
2019-01-01,Não Ativado,Novos Clientes,1,0,1,1
2019-01-01,Não Ativado,Perdido,3,0,0,0
2019-01-01,Não Ativado,Precisa de Atencao,1,0,0,1
2019-01-01,Não Ativado,,1281,42,43,45
2019-02-01,Ativo,Campeao,13840,13685,13840,13840
2019-02-01,Ativo,Clientes Fieis,9190,8949,9188,9189
2019-02-01,Ativo,Novos Clientes,912,871,911,911
2019-02-01,Ativo,Potencial Fiel,6088,5902,6082,6083
2019-02-01,Ativo,,60,60,60,60
2019-02-01,Churn,Em Risco,783,1,3,3
2019-02-01,Churn,Hibernando,21,0,0,0
2019-02-01,Churn,Nao Perder!,8,0,0,0
2019-02-01,Churn,Perdido,5213,7,7,8
2019-02-01,Churn,,23714,3,5,6
2019-02-01,Dormente,Campeao,117,1,117,117
2019-02-01,Dormente,Clientes Fieis,5983,28,4479,5925
2019-02-01,Dormente,Clientes Promissores,830,1,782,828
2019-02-01,Dormente,Novos Clientes,33,0,33,33
2019-02-01,Dormente,Potencial Fiel,4151,6,3947,4145
2019-02-01,Dormente,Precisa de Atencao,1353,9,9,1293
2019-02-01,Dormente,Quase Dormindo,1836,4,4,1758
2019-02-01,Dormente,,10,0,4,10
2019-02-01,Inativo,Clientes Fieis,34,0,0,0
2019-02-01,Inativo,Em Risco,3146,5,5,9
2019-02-01,Inativo,Hibernando,2506,3,3,3
2019-02-01,Inativo,Perdido,2052,1,1,1
2019-02-01,Inativo,Precisa de Atencao,44,1,1,1
2019-02-01,Inativo,Quase Dormindo,49,0,0,0
2019-02-01,Inativo,,2,0,0,0
2019-02-01,Não Ativado,Clientes Fieis,1,0,1,1
2019-02-01,Não Ativado,Nao Perder!,2,0,0,0
2019-02-01,Não Ativado,Perdido,1,0,0,0
2019-02-01,Não Ativado,Potencial Fiel,2,1,2,2
2019-02-01,Não Ativado,,1016,30,31,31
2019-03-01,Ativo,Campeao,9889,9792,9889,9889
2019-03-01,Ativo,Clientes Fieis,6971,6791,6971,6971
2019-03-01,Ativo,Novos Clientes,763,738,763,763
2019-03-01,Ativo,Potencial Fiel,4883,4693,4880,4880
2019-03-01,Ativo,,49,49,49,49
2019-03-01,Churn,Em Risco,564,0,0,0
2019-03-01,Churn,Hibernando,23,0,0,0
2019-03-01,Churn,Nao Perder!,11,0,0,0
2019-03-01,Churn,Perdido,4401,2,2,2
2019-03-01,Churn,,20757,2,3,3
2019-03-01,Dormente,Campeao,83,1,83,83
2019-03-01,Dormente,Clientes Fieis,4537,26,3363,4508
2019-03-01,Dormente,Clientes Promissores,651,0,624,650
2019-03-01,Dormente,Novos Clientes,26,0,26,26
2019-03-01,Dormente,Potencial Fiel,3295,13,3155,3293
2019-03-01,Dormente,Precisa de Atencao,1092,5,5,1044
2019-03-01,Dormente,Quase Dormindo,1481,5,5,1419
2019-03-01,Dormente,,7,0,3,7
2019-03-01,Inativo,Clientes Fieis,17,0,0,0
2019-03-01,Inativo,Em Risco,2388,9,12,14
2019-03-01,Inativo,Hibernando,1927,1,1,1
2019-03-01,Inativo,Perdido,1720,1,1,1
2019-03-01,Inativo,Precisa de Atencao,27,0,0,0
2019-03-01,Inativo,Quase Dormindo,42,0,0,0
2019-03-01,Não Ativado,Clientes Fieis,1,1,1,1
2019-03-01,Não Ativado,Novos Clientes,1,1,1,1
2019-03-01,Não Ativado,Perdido,1,0,0,0
2019-03-01,Não Ativado,Precisa de Atencao,1,0,0,1
2019-03-01,Não Ativado,,1370,31,34,36
2019-04-01,Ativo,Campeao,10081,9967,10079,10081
2019-04-01,Ativo,Clientes Fieis,7001,6853,7001,7001
2019-04-01,Ativo,Novos Clientes,823,808,823,823
2019-04-01,Ativo,Potencial Fiel,5089,4929,5087,5087
2019-04-01,Ativo,,48,48,48,48
2019-04-01,Churn,Em Risco,649,0,0,0
2019-04-01,Churn,Hibernando,20,0,0,0
2019-04-01,Churn,Nao Perder!,11,0,0,0
2019-04-01,Churn,Perdido,4566,4,5,6
2019-04-01,Churn,,22047,5,5,5
2019-04-01,Dormente,Campeao,78,1,78,78
2019-04-01,Dormente,Clientes Fieis,4712,33,3498,4668
2019-04-01,Dormente,Clientes Promissores,735,0,690,735
2019-04-01,Dormente,Novos Clientes,24,0,24,24
2019-04-01,Dormente,Potencial Fiel,3459,7,3281,3454
2019-04-01,Dormente,Precisa de Atencao,1109,2,2,1065
2019-04-01,Dormente,Quase Dormindo,1562,2,2,1497
2019-04-01,Dormente,,11,0,8,11
2019-04-01,Inativo,Clientes Fieis,23,0,0,0
2019-04-01,Inativo,Em Risco,2428,7,7,7
2019-04-01,Inativo,Hibernando,2034,2,2,3
2019-04-01,Inativo,Perdido,1757,1,1,1
2019-04-01,Inativo,Precisa de Atencao,31,0,0,0
2019-04-01,Inativo,Quase Dormindo,46,0,0,0
2019-04-01,Não Ativado,Clientes Fieis,1,1,1,1
2019-04-01,Não Ativado,Hibernando,1,0,0,0
2019-04-01,Não Ativado,Perdido,1,0,0,0
2019-04-01,Não Ativado,Potencial Fiel,2,0,2,2
2019-04-01,Não Ativado,,2025,34,37,38
2019-05-01,Ativo,Campeao,9753,9649,9753,9753
2019-05-01,Ativo,Clientes Fieis,7103,6925,7102,7102
2019-05-01,Ativo,Novos Clientes,835,794,834,834
2019-05-01,Ativo,Potencial Fiel,5036,4858,5031,5031
2019-05-01,Ativo,,48,48,48,48
2019-05-01,Churn,Em Risco,644,1,1,1
2019-05-01,Churn,Hibernando,13,0,0,0
2019-05-01,Churn,Nao Perder!,13,0,0,0
