ANO_MES,STATUS,SEGMENTO,QTD_CLIENTES,CLIENTES_ATIVOS_30_DIAS,CLIENTES_ATIVOS_60_DIAS,CLIENTES_ATIVOS_90_DIAS
2014-04-01,Ativo,Campeao,2927,2901,2927,2927
2014-04-01,Ativo,Clientes Fieis,1222,1193,1222,1222
2014-04-01,Ativo,Novos Clientes,57,54,57,57
2014-04-01,Ativo,Potencial Fiel,642,621,641,641
2014-04-01,Ativo,,28,28,28,28
2014-04-01,Churn,Em Risco,70,0,0,0
2014-04-01,Churn,Hibernando,3,0,0,0
2014-04-01,Churn,Nao Perder!,2,0,0,0
2014-04-01,Churn,Perdido,439,0,0,0
2014-04-01,Churn,,1579,0,0,0
2014-04-01,Dormente,Campeao,19,0,19,19
2014-04-01,Dormente,Clientes Fieis,859,3,681,854
2014-04-01,Dormente,Clientes Promissores,78,0,72,78
2014-04-01,Dormente,Novos Clientes,6,0,6,6
2014-04-01,Dormente,Potencial Fiel,475,0,455,473
2014-04-01,Dormente,Precisa de Atencao,149,0,0,140
2014-04-01,Dormente,Quase Dormindo,174,0,0,169
2014-04-01,Inativo,Clientes Fieis,1,0,0,0
2014-04-01,Inativo,Em Risco,301,1,1,1
2014-04-01,Inativo,Hibernando,202,0,0,0
2014-04-01,Inativo,Perdido,156,0,0,0
2014-04-01,Inativo,Precisa de Atencao,2,0,0,0
2014-04-01,Inativo,Quase Dormindo,3,0,0,0
2014-04-01,Não Ativado,,83,9,9,9
2014-05-01,Ativo,Campeao,598,587,598,598
2014-05-01,Ativo,Clientes Fieis,317,310,317,317
2014-05-01,Ativo,Novos Clientes,21,21,21,21
2014-05-01,Ativo,Potencial Fiel,166,159,165,166
2014-05-01,Ativo,,2,2,2,2
2014-05-01,Churn,Em Risco,15,0,0,0
2014-05-01,Churn,Nao Perder!,1,0,0,0
2014-05-01,Churn,Perdido,109,0,0,0
2014-05-01,Churn,,357,0,0,0
2014-05-01,Dormente,Campeao,7,0,7,7
2014-05-01,Dormente,Clientes Fieis,202,2,154,201
2014-05-01,Dormente,Clientes Promissores,19,0,19,19
2014-05-01,Dormente,Potencial Fiel,100,1,95,100
2014-05-01,Dormente,Precisa de Atencao,45,0,0,44
2014-05-01,Dormente,Quase Dormindo,39,0,0,38
2014-05-01,Inativo,Clientes Fieis,1,0,0,0
2014-05-01,Inativo,Em Risco,64,0,0,1
2014-05-01,Inativo,Hibernando,69,0,0,0
2014-05-01,Inativo,Perdido,37,0,0,0
2014-05-01,Inativo,Precisa de Atencao,2,0,0,0
2014-05-01,Inativo,Quase Dormindo,1,0,0,0
2014-05-01,Não Ativado,,33,1,1,1
2014-06-01,Ativo,Campeao,66,66,66,66
2014-06-01,Ativo,Clientes Fieis,27,27,27,27
2014-06-01,Ativo,Potencial Fiel,15,14,15,15
2014-06-01,Churn,Em Risco,3,0,0,0
2014-06-01,Churn,Perdido,6,0,0,0
2014-06-01,Churn,,47,0,0,0
2014-06-01,Dormente,Clientes Fieis,23,0,17,23
2014-06-01,Dormente,Potencial Fiel,3,0,3,3
2014-06-01,Dormente,Precisa de Atencao,1,0,0,1
2014-06-01,Dormente,Quase Dormindo,6,0,0,5
2014-06-01,Inativo,Em Risco,5,0,0,0
2014-06-01,Inativo,Hibernando,7,0,0,0
2014-06-01,Inativo,Perdido,3,0,0,0
2014-06-01,Não Ativado,,17,0,0,0
2014-07-01,Ativo,Campeao,24,24,24,24
2014-07-01,Ativo,Clientes Fieis,4,4,4,4
2014-07-01,Ativo,Potencial Fiel,2,2,2,2
2014-07-01,Churn,Em Risco,1,0,0,0
2014-07-01,Churn,Perdido,2,0,0,0
2014-07-01,Churn,,19,0,0,0
2014-07-01,Dormente,Clientes Fieis,1,0,1,1
2014-07-01,Inativo,Hibernando,2,0,0,0
2014-07-01,Não Ativado,,5,0,0,0
2014-08-01,Ativo,Campeao,91,91,91,91
2014-08-01,Ativo,Clientes Fieis,32,31,32,32
2014-08-01,Ativo,Novos Clientes,8,7,8,8
2014-08-01,Ativo,Potencial Fiel,18,18,18,18
2014-08-01,Churn,Em Risco,1,0,0,0
2014-08-01,Churn,Perdido,12,0,0,0
2014-08-01,Churn,,69,0,0,0
2014-08-01,Dormente,Clientes Fieis,26,0,18,25
2014-08-01,Dormente,Clientes Promissores,2,0,2,2
2014-08-01,Dormente,Potencial Fiel,12,0,12,12
2014-08-01,Dormente,Precisa de Atencao,1,0,0,1
2014-08-01,Dormente,Quase Dormindo,4,0,0,3
2014-08-01,Inativo,Em Risco,7,0,0,0
2014-08-01,Inativo,Hibernando,3,0,0,0
2014-08-01,Inativo,Perdido,8,0,0,0
2014-08-01,Inativo,Precisa de Atencao,1,0,0,0
2014-08-01,Não Ativado,,24,1,1,1
2014-09-01,Ativo,Campeao,156,156,156,156
2014-09-01,Ativo,Clientes Fieis,60,59,60,60
2014-09-01,Ativo,Novos Clientes,3,3,3,3
2014-09-01,Ativo,Potencial Fiel,21,20,21,21
2014-09-01,Churn,Em Risco,4,0,0,0
2014-09-01,Churn,Nao Perder!,1,0,0,0
2014-09-01,Churn,Perdido,22,0,0,0
2014-09-01,Churn,,93,0,0,0
2014-09-01,Dormente,Campeao,3,0,3,3
2014-09-01,Dormente,Clientes Fieis,32,0,23,32
2014-09-01,Dormente,Clientes Promissores,1,0,1,1
2014-09-01,Dormente,Potencial Fiel,12,0,11,12
2014-09-01,Dormente,Precisa de Atencao,8,0,0,8
2014-09-01,Dormente,Quase Dormindo,5,0,0,5
2014-09-01,Inativo,Em Risco,17,0,0,0
2014-09-01,Inativo,Hibernando,8,0,0,0
2014-09-01,Inativo,Perdido,8,0,0,0
2014-09-01,Inativo,Precisa de Atencao,1,0,0,0
2014-09-01,Não Ativado,,45,0,0,0
2014-10-01,Ativo,Campeao,196,191,196,196
2014-10-01,Ativo,Clientes Fieis,73,72,73,73
2014-10-01,Ativo,Novos Clientes,4,4,4,4
2014-10-01,Ativo,Potencial Fiel,31,29,31,31
2014-10-01,Ativo,,1,1,1,1
2014-10-01,Churn,Em Risco,3,0,0,0
2014-10-01,Churn,Hibernando,1,0,0,0
2014-10-01,Churn,Perdido,19,0,0,0
2014-10-01,Churn,,93,0,0,0
2014-10-01,Dormente,Clientes Fieis,55,0,46,55
2014-10-01,Dormente,Clientes Promissores,3,0,3,3
2014-10-01,Dormente,Novos Clientes,1,0,1,1
2014-10-01,Dormente,Potencial Fiel,16,0,16,16
2014-10-01,Dormente,Precisa de Atencao,12,0,0,12
2014-10-01,Dormente,Quase Dormindo,10,0,0,10
2014-10-01,Inativo,Em Risco,16,0,0,0
2014-10-01,Inativo,Hibernando,12,0,0,0
2014-10-01,Inativo,Perdido,12,0,0,0
2014-10-01,Não Ativado,,43,0,0,0
2014-11-01,Ativo,Campeao,113,112,113,113
2014-11-01,Ativo,Clientes Fieis,52,49,52,52
2014-11-01,Ativo,Novos Clientes,3,2,3,3
2014-11-01,Ativo,Potencial Fiel,23,21,23,23
2014-11-01,Churn,Em Risco,2,0,0,0
2014-11-01,Churn,Perdido,16,0,0,0
2014-11-01,Churn,,71,0,0,0
2014-11-01,Dormente,Clientes Fieis,37,1,26,37
2014-11-01,Dormente,Clientes Promissores,7,0,7,7
2014-11-01,Dormente,Potencial Fiel,8,0,7,8
2014-11-01,Dormente,Precisa de Atencao,7,0,0,7
2014-11-01,Dormente,Quase Dormindo,4,0,0,4
2014-11-01,Inativo,Em Risco,11,0,0,0
2014-11-01,Inativo,Hibernando,10,0,0,0
2014-11-01,Inativo,Perdido,6,0,0,0
2014-11-01,Não Ativado,,35,0,0,0
2014-12-01,Ativo,Campeao,132,131,132,132
2014-12-01,Ativo,Clientes Fieis,31,29,31,31
2014-12-01,Ativo,Novos Clientes,4,4,4,4
2014-12-01,Ativo,Potencial Fiel,23,21,22,22
2014-12-01,Churn,Em Risco,2,0,0,0
2014-12-01,Churn,Perdido,15,0,0,0
2014-12-01,Churn,,65,0,0,0
2014-12-01,Dormente,Campeao,1,0,1,1
2014-12-01,Dormente,Clientes Fieis,29,1,24,28
2014-12-01,Dormente,Clientes Promissores,2,0,1,2
2014-12-01,Dormente,Potencial Fiel,11,0,10,11
2014-12-01,Dormente,Precisa de Atencao,6,0,0,6
2014-12-01,Dormente,Quase Dormindo,4,0,0,3
2014-12-01,Inativo,Em Risco,8,0,0,0
2014-12-01,Inativo,Hibernando,8,0,0,0
2014-12-01,Inativo,Perdido,8,0,0,0
2014-12-01,Não Ativado,,33,0,0,0
2015-01-01,Ativo,Campeao,106,105,106,106
2015-01-01,Ativo,Clientes Fieis,40,39,40,40
2015-01-01,Ativo,Novos Clientes,3,3,3,3
2015-01-01,Ativo,Potencial Fiel,21,21,21,21
2015-01-01,Churn,Em Risco,2,0,0,0
2015-01-01,Churn,Nao Perder!,2,0,0,0
2015-01-01,Churn,Perdido,13,0,0,0
2015-01-01,Churn,,66,0,0,0
2015-01-01,Dormente,Clientes Fieis,27,0,22,27
2015-01-01,Dormente,Clientes Promissores,2,0,2,2
2015-01-01,Dormente,Potencial Fiel,12,0,12,12
2015-01-01,Dormente,Precisa de Atencao,4,0,0,4
2015-01-01,Dormente,Quase Dormindo,2,0,0,2
2015-01-01,Inativo,Clientes Fieis,1,0,0,0
2015-01-01,Inativo,Em Risco,9,0,0,0
2015-01-01,Inativo,Hibernando,8,0,0,0
2015-01-01,Inativo,Perdido,6,0,0,0
2015-01-01,Inativo,Precisa de Atencao,1,0,0,0
2015-01-01,Não Ativado,,38,2,2,2
2015-02-01,Ativo,Campeao,78,77,78,78
2015-02-01,Ativo,Clientes Fieis,31,31,31,31
2015-02-01,Ativo,Potencial Fiel,17,16,17,17
2015-02-01,Ativo,,1,1,1,1
2015-02-01,Churn,Em Risco,5,0,0,0
2015-02-01,Churn,Perdido,8,0,0,0
2015-02-01,Churn,,49,0,0,0
2015-02-01,Dormente,Clientes Fieis,19,0,13,19
2015-02-01,Dormente,Clientes Promissores,3,0,3,3
2015-02-01,Dormente,Potencial Fiel,10,0,9,10
2015-02-01,Dormente,Precisa de Atencao,2,0,0,2
2015-02-01,Dormente,Quase Dormindo,2,0,0,2
2015-02-01,Inativo,Em Risco,6,0,0,0
2015-02-01,Inativo,Hibernando,5,0,0,0
2015-02-01,Inativo,Perdido,5,0,0,0
2015-02-01,Não Ativado,,26,1,1,1
2015-03-01,Ativo,Campeao,87,86,87,87
2015-03-01,Ativo,Clientes Fieis,38,36,38,38
2015-03-01,Ativo,Novos Clientes,4,4,4,4
2015-03-01,Ativo,Potencial Fiel,10,10,10,10
2015-03-01,Ativo,,1,1,1,1
2015-03-01,Churn,Em Risco,1,0,0,0
2015-03-01,Churn,Perdido,15,0,0,0
2015-03-01,Churn,,60,0,0,0
2015-03-01,Dormente,Campeao,2,0,2,2
2015-03-01,Dormente,Clientes Fieis,22,0,20,22
2015-03-01,Dormente,Potencial Fiel,14,0,13,14
2015-03-01,Dormente,Precisa de Atencao,5,0,0,5
2015-03-01,Dormente,Quase Dormindo,4,0,0,4
2015-03-01,Inativo,Em Risco,8,0,0,0
2015-03-01,Inativo,Hibernando,5,0,0,0
2015-03-01,Inativo,Perdido,5,0,0,0
2015-03-01,Não Ativado,,26,0,0,0
2015-04-01,Ativo,Campeao,1592,1581,1591,1592
2015-04-01,Ativo,Clientes Fieis,651,636,651,651
2015-04-01,Ativo,Novos Clientes,41,40,40,40
2015-04-01,Ativo,Potencial Fiel,321,306,321,321
2015-04-01,Ativo,,7,7,7,7
2015-04-01,Churn,Em Risco,43,0,0,0
2015-04-01,Churn,Nao Perder!,1,0,0,0
2015-04-01,Churn,Perdido,208,0,0,0
2015-04-01,Churn,,910,1,1,1
2015-04-01,Dormente,Campeao,14,0,14,14
2015-04-01,Dormente,Clientes Fieis,429,1,330,427
2015-04-01,Dormente,Clientes Promissores,40,1,37,40
2015-04-01,Dormente,Novos Clientes,2,0,2,2
2015-04-01,Dormente,Potencial Fiel,221,0,210,220
2015-04-01,Dormente,Precisa de Atencao,90,0,0,88
2015-04-01,Dormente,Quase Dormindo,97,0,0,94
2015-04-01,Dormente,,1,0,0,1
2015-04-01,Inativo,Em Risco,137,0,0,0
2015-04-01,Inativo,Hibernando,109,0,0,0
2015-04-01,Inativo,Perdido,84,0,0,0
2015-04-01,Inativo,Precisa de Atencao,5,0,0,0
2015-04-01,Inativo,Quase Dormindo,4,0,0,0
2015-04-01,Não Ativado,,178,5,5,5
2015-05-01,Ativo,Campeao,3697,3660,3697,3697
2015-05-01,Ativo,Clientes Fieis,1404,1367,1403,1403
2015-05-01,Ativo,Novos Clientes,61,58,61,61
2015-05-01,Ativo,Potencial Fiel,629,608,629,629
2015-05-01,Ativo,,21,21,21,21
2015-05-01,Churn,Em Risco,81,0,0,0
2015-05-01,Churn,Hibernando,2,0,0,0
2015-05-01,Churn,Nao Perder!,4,0,0,0
2015-05-01,Churn,Perdido,394,1,1,1
2015-05-01,Churn,,1555,1,1,1
2015-05-01,Dormente,Campeao,32,0,32,32
2015-05-01,Dormente,Clientes Fieis,915,6,733,909
2015-05-01,Dormente,Clientes Promissores,59,0,55,59
2015-05-01,Dormente,Novos Clientes,1,0,1,1
2015-05-01,Dormente,Potencial Fiel,424,2,405,423
2015-05-01,Dormente,Precisa de Atencao,140,0,0,133
2015-05-01,Dormente,Quase Dormindo,147,0,0,139
2015-05-01,Inativo,Clientes Fieis,2,0,0,0
2015-05-01,Inativo,Em Risco,334,0,1,1
2015-05-01,Inativo,Hibernando,197,0,0,0
2015-05-01,Inativo,Perdido,154,0,0,0
2015-05-01,Inativo,Precisa de Atencao,4,0,0,0
2015-05-01,Inativo,Quase Dormindo,5,0,0,0
2015-05-01,Não Ativado,,225,15,15,15
2015-06-01,Ativo,Campeao,326,321,326,326
2015-06-01,Ativo,Clientes Fieis,157,152,157,157
2015-06-01,Ativo,Novos Clientes,16,16,16,16
2015-06-01,Ativo,Potencial Fiel,111,108,111,111
2015-06-01,Ativo,,1,1,1,1
2015-06-01,Churn,Em Risco,17,0,0,0
2015-06-01,Churn,Perdido,99,0,0,0
2015-06-01,Churn,,513,0,0,0
2015-06-01,Dormente,Campeao,1,0,1,1
2015-06-01,Dormente,Clientes Fieis,102,0,74,101
2015-06-01,Dormente,Clientes Promissores,26,0,26,26
2015-06-01,Dormente,Potencial Fiel,67,1,64,67
2015-06-01,Dormente,Precisa de Atencao,27,0,0,26
2015-06-01,Dormente,Quase Dormindo,36,0,0,34
2015-06-01,Inativo,Em Risco,56,0,0,0
2015-06-01,Inativo,Hibernando,41,0,0,0
2015-06-01,Inativo,Perdido,42,0,0,0
2015-06-01,Inativo,Precisa de Atencao,1,0,0,0
2015-06-01,Não Ativado,,150,1,1,1
2015-07-01,Ativo,Campeao,613,604,613,613
2015-07-01,Ativo,Clientes Fieis,238,231,238,238
2015-07-01,Ativo,Novos Clientes,18,18,18,18
2015-07-01,Ativo,Potencial Fiel,123,119,123,123
2015-07-01,Ativo,,1,1,1,1
2015-07-01,Churn,Em Risco,15,0,0,0
2015-07-01,Churn,Perdido,108,0,0,0
2015-07-01,Churn,,544,0,0,0
2015-07-01,Dormente,Campeao,4,0,4,4
2015-07-01,Dormente,Clientes Fieis,169,1,131,168
2015-07-01,Dormente,Clientes Promissores,20,0,18,20
2015-07-01,Dormente,Potencial Fiel,94,0,90,94
2015-07-01,Dormente,Precisa de Atencao,37,0,0,37
2015-07-01,Dormente,Quase Dormindo,34,0,0,34
2015-07-01,Inativo,Clientes Fieis,2,0,0,0
2015-07-01,Inativo,Em Risco,74,0,0,0
2015-07-01,Inativo,Hibernando,58,0,0,0
2015-07-01,Inativo,Perdido,53,0,0,0
2015-07-01,Inativo,Precisa de Atencao,4,0,0,0
2015-07-01,Não Ativado,,180,2,2,2
2015-08-01,Ativo,Campeao,44999,44533,44997,44998
2015-08-01,Ativo,Clientes Fieis,23080,22543,23075,23077
2015-08-01,Ativo,Novos Clientes,2507,2422,2505,2505
2015-08-01,Ativo,Potencial Fiel,15480,14955,15471,15472
2015-08-01,Ativo,,308,308,308,308
2015-08-01,Churn,Em Risco,1917,2,2,2
2015-08-01,Churn,Hibernando,46,0,0,0
2015-08-01,Churn,Nao Perder!,41,0,0,0
2015-08-01,Churn,Perdido,13501,10,11,11
2015-08-01,Churn,,51355,11,11,12
2015-08-01,Dormente,Campeao,335,3,335,335
2015-08-01,Dormente,Clientes Fieis,15313,79,11587,15202
2015-08-01,Dormente,Clientes Promissores,2335,5,2198,2333
2015-08-01,Dormente,Novos Clientes,82,0,82,82
2015-08-01,Dormente,Potencial Fiel,10159,21,9658,10154
2015-08-01,Dormente,Precisa de Atencao,3234,5,6,3103
2015-08-01,Dormente,Quase Dormindo,4872,6,6,4653
2015-08-01,Dormente,,7,1,4,7
2015-08-01,Inativo,Clientes Fieis,71,0,0,0
2015-08-01,Inativo,Em Risco,7271,14,16,16
2015-08-01,Inativo,Hibernando,5917,4,4,5
2015-08-01,Inativo,Perdido,5842,6,7,7
2015-08-01,Inativo,Precisa de Atencao,80,0,0,0
2015-08-01,Inativo,Quase Dormindo,155,0,0,0
2015-08-01,Inativo,,1,0,0,0
2015-08-01,Não Ativado,Clientes Fieis,1,1,1,1
2015-08-01,Não Ativado,Clientes Promissores,1,0,1,1
2015-08-01,Não Ativado,Perdido,1,0,0,0
2015-08-01,Não Ativado,Quase Dormindo,2,0,0,2
2015-08-01,Não Ativado,,41522,222,224,226
2015-09-01,Ativo,Campeao,1912,1894,1912,1912
2015-09-01,Ativo,Clientes Fieis,800,778,800,800
2015-09-01,Ativo,Novos Clientes,50,45,50,50
2015-09-01,Ativo,Potencial Fiel,435,422,435,435
2015-09-01,Ativo,,13,13,13,13
2015-09-01,Churn,Em Risco,58,0,0,0
2015-09-01,Churn,Hibernando,2,0,0,0
2015-09-01,Churn,Nao Perder!,3,0,0,0
2015-09-01,Churn,Perdido,336,2,2,2
2015-09-01,Churn,,1339,0,0,0
2015-09-01,Dormente,Campeao,14,0,14,14
2015-09-01,Dormente,Clientes Fieis,550,0,425,546
2015-09-01,Dormente,Clientes Promissores,52,0,52,52
2015-09-01,Dormente,Novos Clientes,5,0,5,5
2015-09-01,Dormente,Potencial Fiel,299,1,288,298
2015-09-01,Dormente,Precisa de Atencao,98,0,0,95
2015-09-01,Dormente,Quase Dormindo,122,0,0,112
2015-09-01,Inativo,Clientes Fieis,4,0,0,0
2015-09-01,Inativo,Em Risco,207,1,1,1
2015-09-01,Inativo,Hibernando,144,0,0,1
2015-09-01,Inativo,Perdido,124,0,0,0
2015-09-01,Inativo,Precisa de Atencao,3,0,0,0
2015-09-01,Inativo,Quase Dormindo,4,0,0,0
2015-09-01,Não Ativado,,398,11,12,12
2015-10-01,Ativo,Campeao,1147,1133,1147,1147
2015-10-01,Ativo,Clientes Fieis,563,555,563,563
2015-10-01,Ativo,Novos Clientes,47,47,47,47
2015-10-01,Ativo,Potencial Fiel,326,316,326,326
2015-10-01,Ativo,,8,8,8,8
2015-10-01,Churn,Em Risco,37,0,0,0
2015-10-01,Churn,Hibernando,2,0,0,0
2015-10-01,Churn,Nao Perder!,1,0,0,0
2015-10-01,Churn,Perdido,266,0,0,0
2015-10-01,Churn,,1086,0,0,0
2015-10-01,Dormente,Campeao,10,1,10,10
2015-10-01,Dormente,Clientes Fieis,381,3,296,377
2015-10-01,Dormente,Clientes Promissores,55,0,52,54
2015-10-01,Dormente,Novos Clientes,1,0,1,1
2015-10-01,Dormente,Potencial Fiel,220,0,210,220
2015-10-01,Dormente,Precisa de Atencao,59,1,1,57
2015-10-01,Dormente,Quase Dormindo,109,0,0,106
2015-10-01,Dormente,,1,0,1,1
2015-10-01,Inativo,Clientes Fieis,1,0,0,0
2015-10-01,Inativo,Em Risco,165,0,0,0
2015-10-01,Inativo,Hibernando,127,0,0,0
2015-10-01,Inativo,Perdido,112,0,0,0
2015-10-01,Inativo,Precisa de Atencao,2,0,0,0
2015-10-01,Inativo,Quase Dormindo,2,0,0,0
2015-10-01,Não Ativado,Nao Perder!,1,0,0,0
2015-10-01,Não Ativado,,407,2,2,2
2015-11-01,Ativo,Campeao,961,952,961,961
2015-11-01,Ativo,Clientes Fieis,460,448,460,460
2015-11-01,Ativo,Novos Clientes,38,38,38,38
2015-11-01,Ativo,Potencial Fiel,260,248,260,260
2015-11-01,Ativo,,10,10,10,10
2015-11-01,Churn,Em Risco,37,0,0,0
2015-11-01,Churn,Nao Perder!,2,0,0,0
2015-11-01,Churn,Perdido,228,0,0,0
2015-11-01,Churn,,856,0,0,0
2015-11-01,Dormente,Campeao,8,0,8,8
2015-11-01,Dormente,Clientes Fieis,288,5,215,287
2015-11-01,Dormente,Clientes Promissores,48,0,46,48
2015-11-01,Dormente,Potencial Fiel,188,0,182,187
2015-11-01,Dormente,Precisa de Atencao,57,0,0,56
2015-11-01,Dormente,Quase Dormindo,77,0,0,75
2015-11-01,Inativo,Clientes Fieis,3,0,0,0
2015-11-01,Inativo,Em Risco,122,0,0,0
2015-11-01,Inativo,Hibernando,86,0,0,0
2015-11-01,Inativo,Perdido,66,0,0,0
2015-11-01,Inativo,Precisa de Atencao,1,0,0,0
2015-11-01,Inativo,Quase Dormindo,3,0,0,0
2015-11-01,Não Ativado,Nao Perder!,1,0,0,0
2015-11-01,Não Ativado,,328,4,4,4
2015-12-01,Ativo,Campeao,16705,16524,16705,16705
2015-12-01,Ativo,Clientes Fieis,9101,8868,9101,9101
2015-12-01,Ativo,Novos Clientes,727,684,727,727
2015-12-01,Ativo,Potencial Fiel,5363,5169,5360,5360
2015-12-01,Ativo,,118,118,118,118
2015-12-01,Churn,Em Risco,674,1,1,1
2015-12-01,Churn,Hibernando,15,0,0,0
2015-12-01,Churn,Nao Perder!,13,0,0,0
2015-12-01,Churn,Perdido,4043,1,1,1
2015-12-01,Churn,,13397,4,4,4
2015-12-01,Dormente,Campeao,154,2,154,154
2015-12-01,Dormente,Clientes Fieis,5816,32,4435,5780
2015-12-01,Dormente,Clientes Promissores,748,0,713,748
2015-12-01,Dormente,Novos Clientes,32,0,32,32
2015-12-01,Dormente,Potencial Fiel,3564,4,3425,3560
2015-12-01,Dormente,Precisa de Atencao,1152,4,4,1114
2015-12-01,Dormente,Quase Dormindo,1504,3,3,1440
2015-12-01,Dormente,,4,0,3,4
2015-12-01,Inativo,Clientes Fieis,22,0,0,0
2015-12-01,Inativo,Em Risco,2670,10,10,11
2015-12-01,Inativo,Hibernando,1845,2,2,2
2015-12-01,Inativo,Perdido,1648,0,0,0
2015-12-01,Inativo,Precisa de Atencao,24,0,0,0
2015-12-01,Inativo,Quase Dormindo,46,0,0,0
2015-12-01,Inativo,,1,0,0,0
2015-12-01,Não Ativado,Em Risco,1,0,0,0
2015-12-01,Não Ativado,,884,103,104,104
2016-01-01,Ativo,Campeao,35820,35433,35820,35820
2016-01-01,Ativo,Clientes Fieis,17955,17532,17954,17954
2016-01-01,Ativo,Novos Clientes,1316,1266,1316,1316
2016-01-01,Ativo,Potencial Fiel,10212,9879,10209,10211
2016-01-01,Ativo,,245,244,245,245
2016-01-01,Churn,Em Risco,1149,2,2,2
2016-01-01,Churn,Hibernando,30,0,0,0
2016-01-01,Churn,Nao Perder!,31,0,0,0
2016-01-01,Churn,Perdido,7040,6,6,6
2016-01-01,Churn,,24074,4,5,6
2016-01-01,Dormente,Campeao,290,3,290,290
2016-01-01,Dormente,Clientes Fieis,11751,58,8960,11688
2016-01-01,Dormente,Clientes Promissores,1188,0,1123,1187
2016-01-01,Dormente,Novos Clientes,39,0,39,39
2016-01-01,Dormente,Potencial Fiel,6673,17,6392,6670
2016-01-01,Dormente,Precisa de Atencao,2259,8,8,2177
2016-01-01,Dormente,Quase Dormindo,2759,4,4,2613
2016-01-01,Dormente,,8,1,5,8
2016-01-01,Inativo,Clientes Fieis,45,1,1,1
2016-01-01,Inativo,Em Risco,4824,6,6,8
2016-01-01,Inativo,Hibernando,3413,4,4,4
2016-01-01,Inativo,Perdido,2812,1,1,1
2016-01-01,Inativo,Precisa de Atencao,53,0,0,0
2016-01-01,Inativo,Quase Dormindo,70,0,0,0
2016-01-01,Inativo,,3,0,0,0
2016-01-01,Não Ativado,Em Risco,1,0,0,0
2016-01-01,Não Ativado,Nao Perder!,2,0,0,0
2016-01-01,Não Ativado,,1547,180,185,186
2016-02-01,Ativo,Campeao,14150,14026,14150,14150
2016-02-01,Ativo,Clientes Fieis,7071,6903,7070,7070
2016-02-01,Ativo,Novos Clientes,496,474,495,495
2016-02-01,Ativo,Potencial Fiel,4034,3897,4033,4033
2016-02-01,Ativo,,86,85,86,86
2016-02-01,Churn,Em Risco,467,1,1,2
2016-02-01,Churn,Hibernando,10,0,0,0
2016-02-01,Churn,Nao Perder!,15,0,0,0
2016-02-01,Churn,Perdido,2794,2,2,4
2016-02-01,Churn,,9713,0,0,0
2016-02-01,Dormente,Campeao,120,3,120,120
2016-02-01,Dormente,Clientes Fieis,4577,29,3495,4542
2016-02-01,Dormente,Clientes Promissores,477,2,442,476
2016-02-01,Dormente,Novos Clientes,22,0,22,22
2016-02-01,Dormente,Potencial Fiel,2692,8,2582,2690
2016-02-01,Dormente,Precisa de Atencao,900,1,2,878
2016-02-01,Dormente,Quase Dormindo,1039,2,2,994
2016-02-01,Dormente,,4,0,4,4
2016-02-01,Inativo,Clientes Fieis,26,0,0,0
2016-02-01,Inativo,Em Risco,1905,5,5,5
2016-02-01,Inativo,Hibernando,1437,3,4,4
2016-02-01,Inativo,Perdido,1166,3,3,3
2016-02-01,Inativo,Precisa de Atencao,15,0,0,0
2016-02-01,Inativo,Quase Dormindo,34,0,0,0
2016-02-01,Não Ativado,Precisa de Atencao,1,0,0,1
2016-02-01,Não Ativado,,1344,81,84,85
2016-03-01,Ativo,Campeao,6158,6089,6158,6158
2016-03-01,Ativo,Clientes Fieis,2919,2850,2919,2919
2016-03-01,Ativo,Novos Clientes,209,200,208,208
2016-03-01,Ativo,Potencial Fiel,1598,1533,1596,1596
2016-03-01,Ativo,,35,35,35,35
2016-03-01,Churn,Em Risco,222,0,0,0
2016-03-01,Churn,Hibernando,5,0,0,0
2016-03-01,Churn,Nao Perder!,7,0,0,0
2016-03-01,Churn,Perdido,1065,0,0,0
2016-03-01,Churn,,4935,0,0,1
2016-03-01,Dormente,Campeao,45,2,45,45
2016-03-01,Dormente,Clientes Fieis,1750,7,1311,1734
2016-03-01,Dormente,Clientes Promissores,187,1,180,187
2016-03-01,Dormente,Novos Clientes,11,0,11,11
2016-03-01,Dormente,Potencial Fiel,994,2,944,994
2016-03-01,Dormente,Precisa de Atencao,340,0,0,335
2016-03-01,Dormente,Quase Dormindo,407,1,1,392
2016-03-01,Dormente,,1,0,1,1
2016-03-01,Inativo,Clientes Fieis,10,0,0,0
2016-03-01,Inativo,Em Risco,835,2,2,2
2016-03-01,Inativo,Hibernando,488,0,0,1
2016-03-01,Inativo,Perdido,455,0,0,0
2016-03-01,Inativo,Precisa de Atencao,6,0,0,0
2016-03-01,Inativo,Quase Dormindo,13,0,0,0
2016-03-01,Não Ativado,,1261,18,18,18
2016-04-01,Ativo,Campeao,7611,7536,7611,7611
2016-04-01,Ativo,Clientes Fieis,3520,3427,3520,3520
2016-04-01,Ativo,Novos Clientes,222,212,222,222
2016-04-01,Ativo,Potencial Fiel,1912,1848,1908,1908
2016-04-01,Ativo,,25,25,25,25
2016-04-01,Churn,Em Risco,288,0,0,0
2016-04-01,Churn,Hibernando,3,0,0,0
2016-04-01,Churn,Nao Perder!,7,0,0,0
2016-04-01,Churn,Perdido,1304,0,0,1
2016-04-01,Churn,,5734,1,1,1
2016-04-01,Dormente,Campeao,49,0,49,49
2016-04-01,Dormente,Clientes Fieis,2165,15,1607,2156
2016-04-01,Dormente,Clientes Promissores,209,1,195,209
