ANO_MES;STATUS;SEGMENTO;QTD_CLIENTES;CLIENTES_CONTATAVEIS;CLIENTES_COM_EMAIL;CLIENTES_COM_TELEFONE;CLIENTES_COM_EMAIL_E_TELEFONE;CLIENTES_ATIVOS_30_DIAS;CLIENTES_ATIVOS_60_DIAS;CLIENTES_ATIVOS_90_DIAS
01/12/2017;Dormente;Novos Clientes;24;22;1;22;1;0;24;24
01/12/2017;Dormente;Potencial Fiel;3479;3252;259;3252;259;11;3320;3476
01/12/2017;Dormente;Precisa de Atencao;1239;1167;111;1167;111;3;3;1195
01/12/2017;Dormente;Quase Dormindo;1571;1448;87;1448;87;0;0;1513
01/12/2017;Dormente;;4;4;1;4;1;0;1;4
01/12/2017;Inativo;Clientes Fieis;27;26;4;26;4;0;0;0
01/12/2017;Inativo;Em Risco;3014;2867;247;2866;246;8;8;8
01/12/2017;Inativo;Hibernando;2045;1910;140;1910;140;3;3;3
01/12/2017;Inativo;Perdido;1569;1435;83;1435;83;2;2;2
01/12/2017;Inativo;Precisa de Atencao;37;35;1;35;1;0;0;0
01/12/2017;Inativo;Quase Dormindo;46;43;3;43;3;0;0;0
01/12/2017;Inativo;;1;1;0;1;0;0;0;0
01/12/2017;Não Ativado;Nao Perder!;1;1;1;1;1;0;0;0
01/12/2017;Não Ativado;Perdido;3;1;0;1;0;0;0;0
01/12/2017;Não Ativado;Potencial Fiel;1;1;1;1;1;0;1;1
01/12/2017;Não Ativado;Quase Dormindo;1;1;0;1;0;0;0;1
01/12/2017;Não Ativado;;6001;832;97;787;52;30;30;30
01/01/2018;Ativo;Campeao;13767;13481;1867;13481;1867;13650;13766;13767
01/01/2018;Ativo;Clientes Fieis;7642;7284;674;7284;674;7468;7639;7640
01/01/2018;Ativo;Novos Clientes;668;594;42;594;42;641;665;665
01/01/2018;Ativo;Potencial Fiel;4750;4405;351;4404;350;4614;4746;4747
01/01/2018;Ativo;;57;55;42;55;42;56;57;57
01/01/2018;Churn;Em Risco;792;753;67;753;67;3;4;4
01/01/2018;Churn;Hibernando;26;25;2;25;2;0;0;0
01/01/2018;Churn;Nao Perder!;19;19;3;19;3;0;0;0
01/01/2018;Churn;Perdido;4415;4032;258;4031;257;3;3;5
01/01/2018;Churn;;20724;12409;588;12260;439;2;2;3
01/01/2018;Dormente;Campeao;109;107;20;107;20;2;109;109
01/01/2018;Dormente;Clientes Fieis;5305;5102;592;5102;592;32;3880;5268
01/01/2018;Dormente;Clientes Promissores;645;604;38;604;38;0;597;643
01/01/2018;Dormente;Novos Clientes;13;12;0;12;0;0;13;13
01/01/2018;Dormente;Potencial Fiel;3215;3006;248;3006;248;10;3049;3213
01/01/2018;Dormente;Precisa de Atencao;1146;1071;104;1071;104;4;4;1103
01/01/2018;Dormente;Quase Dormindo;1443;1324;91;1324;91;1;1;1392
01/01/2018;Dormente;;6;6;2;6;2;1;5;6
01/01/2018;Inativo;Clientes Fieis;35;34;4;34;4;0;0;0
01/01/2018;Inativo;Em Risco;2787;2636;280;2635;279;5;7;10
01/01/2018;Inativo;Hibernando;1882;1758;162;1756;160;3;4;4
01/01/2018;Inativo;Perdido;1482;1367;87;1366;86;2;2;2
01/01/2018;Inativo;Precisa de Atencao;35;34;3;34;3;0;0;0
01/01/2018;Inativo;Quase Dormindo;49;45;2;45;2;0;0;0
01/01/2018;Inativo;;5;5;1;5;1;0;0;0
01/01/2018;Não Ativado;Clientes Fieis;1;1;1;1;1;0;0;1
01/01/2018;Não Ativado;;1547;379;97;311;29;21;22;22
01/02/2018;Ativo;Campeao;12340;12048;1684;12048;1684;12214;12340;12340
01/02/2018;Ativo;Clientes Fieis;6896;6534;588;6533;587;6742;6894;6895
01/02/2018;Ativo;Novos Clientes;694;624;33;624;33;676;694;694
01/02/2018;Ativo;Potencial Fiel;4501;4157;314;4156;313;4358;4500;4500
01/02/2018;Ativo;;41;41;24;41;24;41;41;41
01/02/2018;Churn;Em Risco;646;617;60;617;60;2;3;3
01/02/2018;Churn;Hibernando;15;14;3;14;3;0;0;0
01/02/2018;Churn;Nao Perder!;14;13;1;13;1;0;0;0
01/02/2018;Churn;Perdido;4561;4145;237;4142;234;3;3;4
01/02/2018;Churn;;20433;12837;564;12693;420;2;2;2
01/02/2018;Dormente;Campeao;88;85;5;85;5;2;88;88
01/02/2018;Dormente;Clientes Fieis;4856;4649;515;4649;515;31;3559;4829
01/02/2018;Dormente;Clientes Promissores;655;598;21;598;21;1;617;655
01/02/2018;Dormente;Novos Clientes;27;25;0;25;0;0;27;27
01/02/2018;Dormente;Potencial Fiel;3023;2815;222;2815;222;10;2886;3020
01/02/2018;Dormente;Precisa de Atencao;1090;1005;96;1005;96;4;4;1056
01/02/2018;Dormente;Quase Dormindo;1464;1337;85;1337;85;1;1;1410
01/02/2018;Dormente;;8;7;2;7;2;0;2;8
01/02/2018;Inativo;Clientes Fieis;29;27;2;27;2;0;0;0
01/02/2018;Inativo;Em Risco;2565;2409;259;2409;259;3;4;4
01/02/2018;Inativo;Hibernando;1856;1711;140;1711;140;2;3;4
01/02/2018;Inativo;Perdido;1581;1437;81;1437;81;1;1;1
01/02/2018;Inativo;Precisa de Atencao;40;35;6;35;6;0;0;0
01/02/2018;Inativo;Quase Dormindo;56;51;1;51;1;0;0;0
01/02/2018;Inativo;;1;1;0;1;0;0;0;0
01/02/2018;Não Ativado;Clientes Fieis;1;1;0;1;0;0;0;0
01/02/2018;Não Ativado;Perdido;1;1;0;1;0;0;0;0
01/02/2018;Não Ativado;Potencial Fiel;1;0;0;0;0;0;1;1
01/02/2018;Não Ativado;;6404;701;98;635;32;29;31;32
01/03/2018;Ativo;Campeao;13369;13116;1762;13116;1762;13258;13368;13369
01/03/2018;Ativo;Clientes Fieis;7641;7301;695;7301;695;7501;7639;7640
01/03/2018;Ativo;Novos Clientes;637;570;27;570;27;618;635;635
01/03/2018;Ativo;Potencial Fiel;4738;4415;338;4415;338;4598;4732;4733
01/03/2018;Ativo;;57;56;43;56;43;56;57;57
01/03/2018;Churn;Em Risco;793;762;74;762;74;1;1;1
01/03/2018;Churn;Hibernando;17;15;0;15;0;0;0;0
01/03/2018;Churn;Nao Perder!;22;22;4;22;4;0;0;0
01/03/2018;Churn;Perdido;4297;3945;248;3943;246;3;3;3
01/03/2018;Churn;;20770;12733;522;12612;401;3;4;5
01/03/2018;Dormente;Campeao;112;111;8;111;8;1;112;112
01/03/2018;Dormente;Clientes Fieis;5281;5077;573;5076;572;30;3859;5256
01/03/2018;Dormente;Clientes Promissores;588;538;37;537;36;0;548;587
01/03/2018;Dormente;Novos Clientes;9;8;0;8;0;0;9;9
01/03/2018;Dormente;Potencial Fiel;3145;2927;218;2927;218;12;2986;3145
01/03/2018;Dormente;Precisa de Atencao;1091;1032;95;1032;95;5;6;1065
01/03/2018;Dormente;Quase Dormindo;1386;1297;82;1297;82;4;5;1334
01/03/2018;Dormente;;2;2;1;2;1;1;2;2
01/03/2018;Inativo;Clientes Fieis;31;30;3;30;3;0;0;0
01/03/2018;Inativo;Em Risco;2572;2456;239;2455;238;5;5;6
01/03/2018;Inativo;Hibernando;1744;1644;129;1644;129;1;1;2
01/03/2018;Inativo;Perdido;1478;1374;84;1374;84;2;2;2
01/03/2018;Inativo;Precisa de Atencao;25;25;4;25;4;0;0;0
01/03/2018;Inativo;Quase Dormindo;32;32;1;32;1;0;0;0
01/03/2018;Inativo;;2;1;1;1;1;0;0;0
01/03/2018;Não Ativado;Campeao;1;1;0;1;0;1;1;1
01/03/2018;Não Ativado;Perdido;2;1;0;1;0;0;0;0
01/03/2018;Não Ativado;Potencial Fiel;1;1;0;1;0;0;1;1
01/03/2018;Não Ativado;Quase Dormindo;2;1;0;1;0;0;0;2
01/03/2018;Não Ativado;;23542;662;213;490;41;32;35;38
01/04/2018;Ativo;Campeao;12529;12245;1669;12245;1669;12443;12529;12529
01/04/2018;Ativo;Clientes Fieis;6768;6449;643;6449;643;6618;6766;6766
01/04/2018;Ativo;Novos Clientes;618;564;25;563;24;601;618;618
01/04/2018;Ativo;Potencial Fiel;4309;4009;291;4009;291;4197;4307;4307
01/04/2018;Ativo;;31;31;20;31;20;31;31;31
01/04/2018;Churn;Em Risco;762;730;75;730;75;1;1;1
01/04/2018;Churn;Hibernando;10;10;1;10;1;0;0;0
01/04/2018;Churn;Nao Perder!;14;14;1;14;1;0;0;0
01/04/2018;Churn;Perdido;4040;3694;244;3692;242;4;4;4
01/04/2018;Churn;;19366;11861;560;11754;453;7;8;8
01/04/2018;Dormente;Campeao;90;88;7;88;7;0;90;90
01/04/2018;Dormente;Clientes Fieis;4841;4667;541;4667;541;33;3509;4814
01/04/2018;Dormente;Clientes Promissores;562;509;34;509;34;1;525;562
01/04/2018;Dormente;Novos Clientes;20;19;1;19;1;0;20;20
01/04/2018;Dormente;Potencial Fiel;2899;2710;228;2710;228;16;2762;2896
01/04/2018;Dormente;Precisa de Atencao;1078;995;82;995;82;2;2;1039
01/04/2018;Dormente;Quase Dormindo;1295;1216;84;1216;84;1;1;1249
01/04/2018;Dormente;;5;4;0;4;0;1;2;5
01/04/2018;Inativo;Clientes Fieis;26;25;3;25;3;0;0;0
01/04/2018;Inativo;Em Risco;2477;2370;241;2370;241;8;8;9
01/04/2018;Inativo;Hibernando;1696;1564;110;1563;109;3;3;4
01/04/2018;Inativo;Perdido;1365;1283;69;1283;69;0;0;0
01/04/2018;Inativo;Precisa de Atencao;26;24;0;24;0;0;0;0
01/04/2018;Inativo;Quase Dormindo;40;35;1;35;1;0;0;0
01/04/2018;Inativo;;3;3;0;3;0;0;0;0
01/04/2018;Não Ativado;Perdido;3;2;0;2;0;0;0;0
01/04/2018;Não Ativado;Precisa de Atencao;1;1;0;1;0;0;0;1
01/04/2018;Não Ativado;;670;254;47;244;37;16;16;17
01/05/2018;Ativo;Campeao;13645;13413;1912;13412;1911;13520;13644;13644
01/05/2018;Ativo;Clientes Fieis;7558;7266;764;7265;763;7416;7558;7558
01/05/2018;Ativo;Novos Clientes;708;671;45;671;45;685;707;707
01/05/2018;Ativo;Potencial Fiel;4785;4536;445;4536;445;4657;4777;4778
01/05/2018;Ativo;;45;45;29;45;29;45;45;45
01/05/2018;Churn;Em Risco;792;768;83;768;83;0;0;0
01/05/2018;Churn;Hibernando;16;16;3;16;3;0;0;0
01/05/2018;Churn;Nao Perder!;24;24;3;24;3;0;0;0
01/05/2018;Churn;Perdido;4509;4207;327;4203;323;5;5;5
01/05/2018;Churn;;20906;14924;648;14808;532;3;3;3
01/05/2018;Dormente;Campeao;96;93;19;93;19;2;96;96
01/05/2018;Dormente;Clientes Fieis;5412;5231;652;5231;652;38;3929;5378
01/05/2018;Dormente;Clientes Promissores;639;596;57;596;57;1;609;636
01/05/2018;Dormente;Novos Clientes;23;22;1;22;1;0;22;22
01/05/2018;Dormente;Potencial Fiel;3222;3054;282;3054;282;13;3087;3221
01/05/2018;Dormente;Precisa de Atencao;1157;1101;130;1101;130;8;8;1125
01/05/2018;Dormente;Quase Dormindo;1503;1436;128;1436;128;5;5;1451
01/05/2018;Dormente;;7;6;5;6;5;0;4;7
01/05/2018;Inativo;Clientes Fieis;26;26;3;26;3;0;0;0
01/05/2018;Inativo;Em Risco;2776;2664;276;2663;275;8;10;11
01/05/2018;Inativo;Hibernando;1902;1797;147;1796;146;0;0;1
01/05/2018;Inativo;Perdido;1589;1498;105;1498;105;1;1;1
01/05/2018;Inativo;Precisa de Atencao;41;41;2;41;2;0;0;0
01/05/2018;Inativo;Quase Dormindo;71;67;9;67;9;0;0;0
01/05/2018;Inativo;;4;4;1;4;1;0;0;0
01/05/2018;Não Ativado;Clientes Fieis;2;2;1;2;1;1;2;2
01/05/2018;Não Ativado;Em Risco;1;1;1;1;1;0;0;0
01/05/2018;Não Ativado;Hibernando;1;1;0;1;0;0;0;0
01/05/2018;Não Ativado;Perdido;2;2;0;2;0;0;0;0
01/05/2018;Não Ativado;Potencial Fiel;1;0;0;0;0;1;1;1
01/05/2018;Não Ativado;;1250;683;126;618;61;20;20;23
01/06/2018;Ativo;Campeao;28904;28037;4281;28037;4281;28642;28903;28903
01/06/2018;Ativo;Clientes Fieis;15751;14777;1651;14777;1651;15454;15747;15749
01/06/2018;Ativo;Novos Clientes;1340;1187;83;1187;83;1305;1339;1339
01/06/2018;Ativo;Potencial Fiel;9752;8911;765;8911;765;9473;9743;9744
01/06/2018;Ativo;;93;92;63;92;63;93;93;93
01/06/2018;Churn;Em Risco;1390;1295;147;1295;147;2;2;2
01/06/2018;Churn;Hibernando;26;25;2;25;2;0;0;0
01/06/2018;Churn;Nao Perder!;27;27;7;27;7;0;0;0
01/06/2018;Churn;Perdido;8461;7539;597;7536;594;11;11;15
01/06/2018;Churn;;35078;23219;1271;23016;1068;8;10;10
01/06/2018;Dormente;Campeao;198;193;26;193;26;0;197;198
01/06/2018;Dormente;Clientes Fieis;10966;10435;1348;10435;1348;82;8019;10902
01/06/2018;Dormente;Clientes Promissores;1196;1077;94;1077;94;0;1131;1194
01/06/2018;Dormente;Novos Clientes;37;35;2;35;2;0;37;37
01/06/2018;Dormente;Potencial Fiel;6354;5811;553;5811;553;18;6024;6345
01/06/2018;Dormente;Precisa de Atencao;2387;2217;199;2217;199;9;9;2308
01/06/2018;Dormente;Quase Dormindo;2884;2639;216;2639;216;5;6;2795
01/06/2018;Dormente;;12;11;3;11;3;0;9;12
01/06/2018;Inativo;Clientes Fieis;65;62;2;62;2;0;0;0
01/06/2018;Inativo;Em Risco;5158;4786;565;4786;565;16;19;20
01/06/2018;Inativo;Hibernando;3727;3391;297;3390;296;6;6;6
01/06/2018;Inativo;Perdido;2809;2528;189;2528;189;2;2;2
01/06/2018;Inativo;Precisa de Atencao;63;58;7;58;7;0;0;0
01/06/2018;Inativo;Quase Dormindo;101;95;6;95;6;0;0;0
01/06/2018;Inativo;;7;7;0;7;0;0;0;0
01/06/2018;Não Ativado;Hibernando;1;1;0;1;0;0;0;0
01/06/2018;Não Ativado;Perdido;2;1;0;1;0;0;0;0
01/06/2018;Não Ativado;Potencial Fiel;1;1;0;1;0;0;1;1
01/06/2018;Não Ativado;;2594;1788;303;1695;210;61;66;71
01/07/2018;Ativo;Campeao;78591;75295;11283;75295;11283;77959;78589;78591
01/07/2018;Ativo;Clientes Fieis;43329;39888;4119;39885;4116;42503;43323;43325
01/07/2018;Ativo;Novos Clientes;3373;2931;191;2931;191;3274;3371;3371
01/07/2018;Ativo;Potencial Fiel;26119;23090;1972;23087;1969;25414;26104;26105
01/07/2018;Ativo;;268;264;164;264;164;267;268;268
01/07/2018;Churn;Em Risco;3762;3452;357;3452;357;1;3;4
01/07/2018;Churn;Hibernando;92;83;6;83;6;0;0;0
01/07/2018;Churn;Nao Perder!;84;81;17;81;17;0;0;0
01/07/2018;Churn;Perdido;22098;18637;1240;18631;1234;16;16;17
01/07/2018;Churn;;79378;47183;2353;46680;1850;17;19;22
01/07/2018;Dormente;Campeao;582;561;95;561;95;14;582;582
01/07/2018;Dormente;Clientes Fieis;30555;28398;3443;28397;3442;207;22530;30373
01/07/2018;Dormente;Clientes Promissores;3230;2790;189;2790;189;4;3031;3228
01/07/2018;Dormente;Novos Clientes;118;97;7;97;7;0;118;118
01/07/2018;Dormente;Potencial Fiel;17596;15556;1372;15554;1370;58;16795;17585
01/07/2018;Dormente;Precisa de Atencao;6272;5593;495;5593;495;16;18;6086
01/07/2018;Dormente;Quase Dormindo;7697;6711;474;6711;474;19;19;7409
01/07/2018;Dormente;;36;34;9;34;9;0;28;34
01/07/2018;Inativo;Clientes Fieis;147;139;17;139;17;0;0;0
01/07/2018;Inativo;Em Risco;13978;12746;1366;12745;1365;50;54;61
01/07/2018;Inativo;Hibernando;9690;8478;686;8477;685;10;11;11
01/07/2018;Inativo;Perdido;7743;6718;464;6718;464;8;9;9
01/07/2018;Inativo;Precisa de Atencao;185;173;19;173;19;1;1;1
01/07/2018;Inativo;Quase Dormindo;236;207;18;207;18;0;0;0
01/07/2018;Inativo;;4;3;0;3;0;0;0;0
01/07/2018;Não Ativado;Campeao;1;1;0;1;0;1;1;1
01/07/2018;Não Ativado;Clientes Fieis;2;2;0;2;0;1;1;2
01/07/2018;Não Ativado;Em Risco;1;1;1;1;1;0;0;0
01/07/2018;Não Ativado;Hibernando;2;1;0;1;0;0;0;0
01/07/2018;Não Ativado;Perdido;6;4;0;4;0;0;0;0
01/07/2018;Não Ativado;Potencial Fiel;1;0;0;0;0;0;1;1
01/07/2018;Não Ativado;;2149;781;224;698;141;140;150;153
01/08/2018;Ativo;Campeao;35376;33983;4955;33983;4955;35075;35375;35376
01/08/2018;Ativo;Clientes Fieis;21137;19529;2092;19529;2092;20764;21132;21135
01/08/2018;Ativo;Novos Clientes;1939;1731;135;1731;135;1880;1935;1935
01/08/2018;Ativo;Potencial Fiel;13871;12489;1129;12486;1126;13452;13860;13860
01/08/2018;Ativo;;131;130;82;130;82;129;131;131
01/08/2018;Churn;Em Risco;2026;1911;223;1910;222;1;1;3
01/08/2018;Churn;Hibernando;51;48;2;48;2;0;0;0
01/08/2018;Churn;Nao Perder!;38;38;11;38;11;0;0;0
01/08/2018;Churn;Perdido;13007;11348;955;11340;947;13;13;14
01/08/2018;Churn;;50383;32294;1813;31967;1486;9;10;11
01/08/2018;Dormente;Campeao;267;256;36;256;36;4;267;267
01/08/2018;Dormente;Clientes Fieis;15040;14099;1716;14099;1716;131;11083;14934
01/08/2018;Dormente;Clientes Promissores;1786;1572;123;1572;123;2;1678;1785
01/08/2018;Dormente;Novos Clientes;60;56;6;56;6;0;60;60
01/08/2018;Dormente;Potencial Fiel;9487;8608;815;8605;812;27;9028;9476
01/08/2018;Dormente;Precisa de Atencao;3489;3176;309;3176;309;8;9;3382
01/08/2018;Dormente;Quase Dormindo;4288;3841;321;3840;320;5;7;4116
01/08/2018;Dormente;;10;8;3;8;3;0;8;10
01/08/2018;Inativo;Clientes Fieis;81;78;8;78;8;1;1;1
01/08/2018;Inativo;Em Risco;7378;6757;781;6756;780;25;27;30
01/08/2018;Inativo;Hibernando;5581;4984;472;4984;472;9;9;9
01/08/2018;Inativo;Perdido;4561;4111;335;4111;335;2;2;2
01/08/2018;Inativo;Precisa de Atencao;87;75;6;75;6;1;1;1
01/08/2018;Inativo;Quase Dormindo;133;123;12;123;12;1;1;1
01/08/2018;Inativo;;4;4;0;4;0;0;0;0
01/08/2018;Não Ativado;Clientes Fieis;2;2;1;2;1;1;2;2
01/08/2018;Não Ativado;Nao Perder!;1;1;0;1;0;0;0;0
01/08/2018;Não Ativado;Novos Clientes;1;0;0;0;0;1;1;1
01/08/2018;Não Ativado;Perdido;2;1;1;1;1;0;0;0
01/08/2018;Não Ativado;;8790;2836;606;2350;120;56;56;56
01/09/2018;Ativo;Campeao;16778;16285;2426;16285;2426;16629;16776;16778
01/09/2018;Ativo;Clientes Fieis;10217;9603;1009;9603;1009;10014;10214;10216
01/09/2018;Ativo;Novos Clientes;985;889;63;889;63;956;982;982
01/09/2018;Ativo;Potencial Fiel;6488;5989;520;5989;520;6309;6485;6485
01/09/2018;Ativo;;62;61;41;61;41;62;62;62
01/09/2018;Churn;Em Risco;1086;1031;113;1031;113;2;2;2
01/09/2018;Churn;Hibernando;30;28;3;28;3;0;0;0
01/09/2018;Churn;Nao Perder!;17;17;2;17;2;0;0;0
01/09/2018;Churn;Perdido;6415;5707;384;5705;382;2;2;3
01/09/2018;Churn;;27517;18267;832;18073;638;4;5;5
01/09/2018;Dormente;Campeao;114;112;14;112;14;0;114;114
01/09/2018;Dormente;Clientes Fieis;7190;6814;802;6814;802;44;5214;7146
01/09/2018;Dormente;Clientes Promissores;874;779;49;779;49;2;818;873
01/09/2018;Dormente;Novos Clientes;29;27;0;27;0;0;29;29
01/09/2018;Dormente;Potencial Fiel;4429;4102;384;4102;384;18;4214;4423
01/09/2018;Dormente;Precisa de Atencao;1669;1550;147;1550;147;10;10;1621
01/09/2018;Dormente;Quase Dormindo;2020;1836;154;1836;154;2;2;1944
01/09/2018;Dormente;;11;10;2;10;2;0;3;11
01/09/2018;Inativo;Clientes Fieis;40;37;4;37;4;0;0;0
01/09/2018;Inativo;Em Risco;3633;3380;395;3380;395;15;15;18
01/09/2018;Inativo;Hibernando;2732;2511;229;2511;229;6;6;6
01/09/2018;Inativo;Perdido;2146;1944;144;1944;144;2;3;3
01/09/2018;Inativo;Precisa de Atencao;48;45;4;45;4;0;0;0
01/09/2018;Inativo;Quase Dormindo;66;62;3;62;3;0;0;0
01/09/2018;Inativo;;2;2;0;2;0;0;0;0
01/09/2018;Não Ativado;Em Risco;1;1;0;1;0;0;0;0
01/09/2018;Não Ativado;Perdido;1;0;0;0;0;0;0;0
01/09/2018;Não Ativado;Quase Dormindo;1;1;0;1;0;0;0;1
01/09/2018;Não Ativado;;939;522;151;440;69;39;40;42
01/10/2018;Ativo;Campeao;17064;16642;2462;16640;2460;16897;17063;17063
01/10/2018;Ativo;Clientes Fieis;10416;9975;1104;9974;1103;10210;10416;10416
01/10/2018;Ativo;Novos Clientes;1123;1043;80;1043;80;1090;1122;1122
01/10/2018;Ativo;Potencial Fiel;6950;6508;586;6507;585;6766;6945;6947
01/10/2018;Ativo;;74;72;43;72;43;73;73;74
01/10/2018;Churn;Em Risco;1091;1026;118;1025;117;3;4;4
01/10/2018;Churn;Hibernando;31;28;4;28;4;0;0;0
01/10/2018;Churn;Nao Perder!;25;24;5;24;5;0;0;0
01/10/2018;Churn;Perdido;7246;6689;542;6688;541;5;6;7
01/10/2018;Churn;;30462;22003;1208;21813;1018;8;8;8
01/10/2018;Dormente;Campeao;137;130;19;130;19;2;137;137
01/10/2018;Dormente;Clientes Fieis;7377;7105;869;7105;869;49;5376;7342
01/10/2018;Dormente;Clientes Promissores;1009;937;56;935;54;0;960;1008
01/10/2018;Dormente;Novos Clientes;32;29;1;29;1;0;32;32
01/10/2018;Dormente;Potencial Fiel;4633;4342;410;4340;408;24;4423;4629
01/10/2018;Dormente;Precisa de Atencao;1681;1590;147;1590;147;5;5;1626
01/10/2018;Dormente;Quase Dormindo;2291;2121;180;2121;180;1;1;2186
01/10/2018;Dormente;;3;3;0;3;0;0;2;2
01/10/2018;Inativo;Clientes Fieis;39;38;7;38;7;0;0;0
01/10/2018;Inativo;Em Risco;3768;3564;378;3563;377;8;8;8
01/10/2018;Inativo;Hibernando;2834;2660;270;2658;268;5;5;5
01/10/2018;Inativo;Perdido;2431;2291;179;2291;179;5;5;7
01/10/2018;Inativo;Precisa de Atencao;46;41;5;41;5;0;0;0
01/10/2018;Inativo;Quase Dormindo;73;67;5;66;4;0;0;0
01/10/2018;Inativo;;4;4;1;4;1;0;0;0
01/10/2018;Não Ativado;Campeao;1;1;0;1;0;1;1;1
01/10/2018;Não Ativado;Hibernando;1;1;0;1;0;0;0;0
01/10/2018;Não Ativado;Perdido;3;2;0;2;0;0;0;0
01/10/2018;Não Ativado;;7476;1253;446;891;84;31;33;35
01/11/2018;Ativo;Campeao;22080;21679;3084;21678;3083;21873;22080;22080
01/11/2018;Ativo;Clientes Fieis;13237;12729;1238;12729;1238;12984;13235;13235
01/11/2018;Ativo;Novos Clientes;1225;1146;52;1146;52;1192;1222;1222
01/11/2018;Ativo;Potencial Fiel;8515;8083;645;8082;644;8286;8506;8508
01/11/2018;Ativo;;86;84;54;84;54;86;86;86
01/11/2018;Churn;Em Risco;1332;1273;121;1272;120;1;1;1
01/11/2018;Churn;Hibernando;31;31;2;31;2;0;0;0
01/11/2018;Churn;Nao Perder!;22;22;4;22;4;0;0;0
01/11/2018;Churn;Perdido;7882;7352;410;7350;408;5;5;5
01/11/2018;Churn;;33156;25317;913;25126;722;5;7;8
01/11/2018;Dormente;Campeao;163;158;21;158;21;4;163;163
01/11/2018;Dormente;Clientes Fieis;9327;9023;1009;9023;1009;67;6733;9258
01/11/2018;Dormente;Clientes Promissores;1133;1064;66;1064;66;1;1061;1132
01/11/2018;Dormente;Novos Clientes;35;32;1;32;1;0;35;35
01/11/2018;Dormente;Potencial Fiel;5680;5363;452;5363;452;16;5386;5676
01/11/2018;Dormente;Precisa de Atencao;2104;2013;168;2013;168;7;7;2045
01/11/2018;Dormente;Quase Dormindo;2565;2415;182;2415;182;3;3;2472
01/11/2018;Dormente;;11;11;3;11;3;0;8;11
01/11/2018;Inativo;Clientes Fieis;61;59;5;59;5;1;1;1
01/11/2018;Inativo;Em Risco;4705;4527;459;4527;459;10;10;12
01/11/2018;Inativo;Hibernando;3313;3140;226;3140;226;4;6;6
01/11/2018;Inativo;Perdido;2777;2625;149;2625;149;4;4;4
01/11/2018;Inativo;Precisa de Atencao;60;60;5;60;5;1;1;1
01/11/2018;Inativo;Quase Dormindo;88;84;7;84;7;0;0;0
01/11/2018;Inativo;;5;5;0;5;0;0;0;0
01/11/2018;Não Ativado;Clientes Fieis;1;1;0;1;0;1;1;1
01/11/2018;Não Ativado;Hibernando;1;1;0;1;0;0;0;0
01/11/2018;Não Ativado;Novos Clientes;1;1;0;1;0;1;1;1
01/11/2018;Não Ativado;Perdido;1;0;0;0;0;0;0;0
01/11/2018;Não Ativado;;1343;713;90;679;56;38;42;43
01/12/2018;Ativo;Campeao;19805;19401;2862;19400;2861;19630;19805;19805
01/12/2018;Ativo;Clientes Fieis;12031;11535;1194;11534;1193;11791;12029;12029
01/12/2018;Ativo;Novos Clientes;1155;1072;72;1072;72;1120;1154;1154
01/12/2018;Ativo;Potencial Fiel;7737;7240;640;7239;639;7535;7728;7730
01/12/2018;Ativo;;80;80;53;80;53;80;80;80
01/12/2018;Churn;Em Risco;1269;1222;122;1221;121;2;2;2
01/12/2018;Churn;Hibernando;28;26;4;26;4;0;0;0
01/12/2018;Churn;Nao Perder!;22;22;6;22;6;0;0;0
01/12/2018;Churn;Perdido;7327;6762;446;6760;444;10;11;13
01/12/2018;Churn;;30339;22331;899;22144;712;10;10;11
01/12/2018;Dormente;Campeao;131;127;13;127;13;2;131;131
01/12/2018;Dormente;Clientes Fieis;8394;8101;981;8101;981;56;6165;8348
01/12/2018;Dormente;Clientes Promissores;1030;969;54;969;54;1;975;1028
01/12/2018;Dormente;Novos Clientes;34;33;2;33;2;0;34;34
01/12/2018;Dormente;Potencial Fiel;5252;4923;399;4922;398;16;5018;5248
01/12/2018;Dormente;Precisa de Atencao;1856;1779;164;1779;164;6;6;1798
01/12/2018;Dormente;Quase Dormindo;2332;2194;153;2194;153;8;8;2243
01/12/2018;Dormente;;11;9;4;9;4;0;2;11
01/12/2018;Inativo;Clientes Fieis;38;37;8;37;8;1;1;1
01/12/2018;Inativo;Em Risco;4278;4086;413;4085;412;15;16;19
01/12/2018;Inativo;Hibernando;3156;2969;232;2969;232;4;5;6
01/12/2018;Inativo;Perdido;2527;2382;154;2382;154;0;0;0
01/12/2018;Inativo;Precisa de Atencao;55;53;9;53;9;0;0;0
01/12/2018;Inativo;Quase Dormindo;70;65;7;65;7;0;0;0
01/12/2018;Inativo;;4;4;1;4;1;0;0;0
01/12/2018;Não Ativado;Em Risco;1;1;0;1;0;0;0;0
01/12/2018;Não Ativado;Perdido;3;0;0;0;0;0;0;0
01/12/2018;Não Ativado;;1368;716;168;609;61;50;53;54
01/01/2019;Ativo;Campeao;17120;16734;2367;16734;2367;16945;17119;17120
01/01/2019;Ativo;Clientes Fieis;10612;10187;1025;10187;1025;10401;10611;10611
01/01/2019;Ativo;Novos Clientes;946;878;57;878;57;918;945;945
01/01/2019;Ativo;Potencial Fiel;6672;6311;525;6310;524;6499;6665;6666
01/01/2019;Ativo;;72;71;44;71;44;72;72;72
01/01/2019;Churn;Em Risco;1096;1054;106;1054;106;2;2;2
01/01/2019;Churn;Hibernando;21;20;3;20;3;0;0;0
