ANO_MES;STATUS;SEGMENTO;QTD_CLIENTES;CLIENTES_CONTATAVEIS;CLIENTES_COM_EMAIL;CLIENTES_COM_TELEFONE;CLIENTES_COM_EMAIL_E_TELEFONE;CLIENTES_ATIVOS_30_DIAS;CLIENTES_ATIVOS_60_DIAS;CLIENTES_ATIVOS_90_DIAS
01/04/2014;Ativo;Campeao;3039;3034;746;3034;746;3011;3039;3039
01/04/2014;Ativo;Clientes Fieis;1186;1181;165;1181;165;1155;1185;1186
01/04/2014;Ativo;Novos Clientes;79;79;4;79;4;75;79;79
01/04/2014;Ativo;Potencial Fiel;606;602;63;602;63;591;606;606
01/04/2014;Ativo;;28;28;26;28;26;28;28;28
01/04/2014;Churn;Em Risco;85;84;15;84;15;2;2;2
01/04/2014;Churn;Hibernando;3;3;2;3;2;0;0;0
01/04/2014;Churn;Nao Perder!;5;5;0;5;0;0;0;0
01/04/2014;Churn;Perdido;463;452;30;452;30;1;1;1
01/04/2014;Churn;;1543;1396;121;1386;111;0;0;0
01/04/2014;Dormente;Campeao;21;21;6;21;6;0;21;21
01/04/2014;Dormente;Clientes Fieis;850;847;155;847;155;8;644;846
01/04/2014;Dormente;Clientes Promissores;58;57;10;57;10;0;56;58
01/04/2014;Dormente;Potencial Fiel;416;410;37;410;37;1;397;413
01/04/2014;Dormente;Precisa de Atencao;172;170;26;170;26;1;1;168
01/04/2014;Dormente;Quase Dormindo;170;165;13;165;13;0;0;164
01/04/2014;Inativo;Clientes Fieis;3;3;2;3;2;0;0;0
01/04/2014;Inativo;Em Risco;306;304;44;304;44;0;0;0
01/04/2014;Inativo;Hibernando;206;201;25;201;25;1;1;1
01/04/2014;Inativo;Perdido;150;146;7;146;7;0;0;0
01/04/2014;Inativo;Precisa de Atencao;2;2;0;2;0;0;0;0
01/04/2014;Inativo;Quase Dormindo;3;3;0;3;0;0;0;0
01/04/2014;Não Ativado;;83;42;16;42;16;9;9;9
01/05/2014;Ativo;Campeao;629;626;154;626;154;622;629;629
01/05/2014;Ativo;Clientes Fieis;300;298;49;298;49;290;300;300
01/05/2014;Ativo;Novos Clientes;23;23;2;23;2;21;23;23
01/05/2014;Ativo;Potencial Fiel;166;164;23;164;23;162;166;166
01/05/2014;Ativo;;2;2;2;2;2;2;2;2
01/05/2014;Churn;Em Risco;18;18;1;18;1;0;0;0
01/05/2014;Churn;Hibernando;1;1;0;1;0;0;0;0
01/05/2014;Churn;Nao Perder!;1;1;1;1;1;0;0;0
01/05/2014;Churn;Perdido;123;122;8;122;8;0;0;0
01/05/2014;Churn;;346;312;15;311;14;0;0;0
01/05/2014;Dormente;Campeao;3;3;0;3;0;1;3;3
01/05/2014;Dormente;Clientes Fieis;202;197;23;197;23;1;155;198
01/05/2014;Dormente;Clientes Promissores;22;21;1;21;1;0;19;22
01/05/2014;Dormente;Potencial Fiel;93;88;9;88;9;0;87;92
01/05/2014;Dormente;Precisa de Atencao;45;45;8;45;8;0;0;43
01/05/2014;Dormente;Quase Dormindo;34;34;2;34;2;0;0;33
01/05/2014;Inativo;Clientes Fieis;1;1;0;1;0;0;0;0
01/05/2014;Inativo;Em Risco;76;76;11;76;11;0;0;0
01/05/2014;Inativo;Hibernando;55;53;7;53;7;0;0;0
01/05/2014;Inativo;Perdido;30;30;4;30;4;0;0;0
01/05/2014;Inativo;Precisa de Atencao;1;1;1;1;1;0;0;0
01/05/2014;Inativo;Quase Dormindo;1;1;0;1;0;0;0;0
01/05/2014;Não Ativado;;33;6;0;6;0;1;1;1
01/06/2014;Ativo;Campeao;69;69;16;69;16;69;69;69
01/06/2014;Ativo;Clientes Fieis;35;35;5;35;5;35;35;35
01/06/2014;Ativo;Potencial Fiel;16;16;0;16;0;16;16;16
01/06/2014;Churn;Em Risco;3;3;1;3;1;0;0;0
01/06/2014;Churn;Hibernando;1;1;0;1;0;0;0;0
01/06/2014;Churn;Perdido;7;7;1;7;1;0;0;0
01/06/2014;Churn;;46;37;3;37;3;0;0;0
01/06/2014;Dormente;Clientes Fieis;15;15;4;15;4;2;12;14
01/06/2014;Dormente;Potencial Fiel;2;2;1;2;1;0;2;2
01/06/2014;Dormente;Precisa de Atencao;1;1;0;1;0;0;0;1
01/06/2014;Dormente;Quase Dormindo;2;2;0;2;0;0;0;2
01/06/2014;Inativo;Clientes Fieis;1;1;1;1;1;0;0;0
01/06/2014;Inativo;Em Risco;4;4;1;4;1;0;0;0
01/06/2014;Inativo;Hibernando;4;4;0;4;0;0;0;0
01/06/2014;Inativo;Perdido;6;6;0;6;0;0;0;0
01/06/2014;Não Ativado;;17;0;0;0;0;0;0;0
01/07/2014;Ativo;Campeao;27;27;6;27;6;27;27;27
01/07/2014;Ativo;Clientes Fieis;1;1;0;1;0;1;1;1
01/07/2014;Ativo;Potencial Fiel;1;1;0;1;0;0;1;1
01/07/2014;Churn;Em Risco;1;1;0;1;0;0;0;0
01/07/2014;Churn;Perdido;2;2;0;2;0;0;0;0
01/07/2014;Churn;;19;15;1;15;1;0;0;0
01/07/2014;Dormente;Clientes Fieis;1;1;0;1;0;0;1;1
01/07/2014;Dormente;Potencial Fiel;1;1;1;1;1;0;1;1
01/07/2014;Inativo;Hibernando;2;2;0;2;0;0;0;0
01/07/2014;Não Ativado;;5;0;0;0;0;0;0;0
01/08/2014;Ativo;Campeao;94;93;19;93;19;93;94;94
01/08/2014;Ativo;Clientes Fieis;34;34;6;34;6;33;34;34
01/08/2014;Ativo;Novos Clientes;5;4;1;4;1;5;5;5
01/08/2014;Ativo;Potencial Fiel;12;12;0;12;0;12;12;12
01/08/2014;Churn;Em Risco;1;1;0;1;0;0;0;0
01/08/2014;Churn;Perdido;13;13;1;13;1;0;0;0
01/08/2014;Churn;;68;58;6;58;6;0;0;0
01/08/2014;Dormente;Campeao;2;2;1;2;1;0;2;2
01/08/2014;Dormente;Clientes Fieis;21;20;3;20;3;0;13;21
01/08/2014;Dormente;Clientes Promissores;4;4;2;4;2;0;4;4
01/08/2014;Dormente;Potencial Fiel;14;13;2;13;2;0;13;14
01/08/2014;Dormente;Precisa de Atencao;3;3;0;3;0;0;0;3
01/08/2014;Dormente;Quase Dormindo;4;3;0;3;0;0;0;4
01/08/2014;Inativo;Clientes Fieis;1;1;0;1;0;0;0;0
01/08/2014;Inativo;Em Risco;9;9;0;9;0;0;0;0
01/08/2014;Inativo;Hibernando;4;4;2;4;2;0;0;0
01/08/2014;Inativo;Perdido;6;6;2;6;2;0;0;0
01/08/2014;Não Ativado;;24;4;0;4;0;1;1;1
01/09/2014;Ativo;Campeao;165;165;41;165;41;163;165;165
01/09/2014;Ativo;Clientes Fieis;60;60;9;60;9;60;60;60
01/09/2014;Ativo;Novos Clientes;1;1;1;1;1;1;1;1
01/09/2014;Ativo;Potencial Fiel;28;27;3;27;3;28;28;28
01/09/2014;Churn;Em Risco;4;3;0;3;0;0;0;0
01/09/2014;Churn;Nao Perder!;1;1;0;1;0;0;0;0
01/09/2014;Churn;Perdido;24;24;1;24;1;0;0;0
01/09/2014;Churn;;93;82;6;81;5;0;0;0
01/09/2014;Dormente;Clientes Fieis;32;32;4;32;4;0;22;32
01/09/2014;Dormente;Clientes Promissores;1;1;0;1;0;0;1;1
01/09/2014;Dormente;Potencial Fiel;8;8;1;8;1;0;8;8
01/09/2014;Dormente;Precisa de Atencao;5;5;0;5;0;0;0;5
01/09/2014;Dormente;Quase Dormindo;3;3;0;3;0;0;0;3
01/09/2014;Inativo;Em Risco;14;14;0;14;0;0;0;0
01/09/2014;Inativo;Hibernando;9;9;1;9;1;0;0;0
01/09/2014;Inativo;Perdido;7;7;1;7;1;0;0;0
01/09/2014;Não Ativado;;45;2;2;0;0;0;0;0
01/10/2014;Ativo;Campeao;212;212;38;212;38;212;212;212
01/10/2014;Ativo;Clientes Fieis;71;71;16;71;16;71;71;71
01/10/2014;Ativo;Novos Clientes;5;4;1;4;1;5;5;5
01/10/2014;Ativo;Potencial Fiel;30;30;4;30;4;30;30;30
01/10/2014;Ativo;;1;1;1;1;1;1;1;1
01/10/2014;Churn;Em Risco;4;3;1;3;1;0;0;0
01/10/2014;Churn;Perdido;19;18;1;18;1;0;0;0
01/10/2014;Churn;;92;76;4;76;4;0;0;0
01/10/2014;Dormente;Clientes Fieis;43;43;5;43;5;1;30;43
01/10/2014;Dormente;Clientes Promissores;3;3;0;3;0;0;3;3
01/10/2014;Dormente;Novos Clientes;1;1;0;1;0;0;1;1
01/10/2014;Dormente;Potencial Fiel;19;19;3;19;3;0;19;19
01/10/2014;Dormente;Precisa de Atencao;9;9;1;9;1;0;0;9
01/10/2014;Dormente;Quase Dormindo;7;7;3;7;3;0;0;7
01/10/2014;Inativo;Em Risco;17;17;3;17;3;0;0;0
01/10/2014;Inativo;Hibernando;10;7;0;7;0;0;0;0
01/10/2014;Inativo;Perdido;15;15;1;15;1;0;0;0
01/10/2014;Não Ativado;;43;3;1;2;0;0;0;0
01/11/2014;Ativo;Campeao;112;112;24;112;24;112;112;112
01/11/2014;Ativo;Clientes Fieis;48;48;7;48;7;47;48;48
01/11/2014;Ativo;Novos Clientes;1;1;0;1;0;1;1;1
01/11/2014;Ativo;Potencial Fiel;17;17;1;17;1;16;17;17
01/11/2014;Ativo;;1;1;1;1;1;1;1;1
01/11/2014;Churn;Em Risco;2;2;0;2;0;0;0;0
01/11/2014;Churn;Perdido;22;20;1;20;1;0;0;0
01/11/2014;Churn;;70;54;2;54;2;0;0;0
01/11/2014;Dormente;Campeao;1;1;0;1;0;0;1;1
01/11/2014;Dormente;Clientes Fieis;40;39;8;39;8;1;30;40
01/11/2014;Dormente;Clientes Promissores;8;8;1;8;1;0;7;8
01/11/2014;Dormente;Potencial Fiel;15;15;2;15;2;0;15;15
01/11/2014;Dormente;Precisa de Atencao;5;5;2;5;2;0;0;5
01/11/2014;Dormente;Quase Dormindo;4;4;0;4;0;0;0;4
01/11/2014;Inativo;Em Risco;11;11;5;11;5;0;0;0
01/11/2014;Inativo;Hibernando;9;9;1;9;1;0;0;0
01/11/2014;Inativo;Perdido;3;3;0;3;0;0;0;0
01/11/2014;Inativo;Precisa de Atencao;1;1;0;1;0;0;0;0
01/11/2014;Não Ativado;;35;1;0;1;0;0;0;0
01/12/2014;Ativo;Campeao;131;131;28;131;28;131;131;131
01/12/2014;Ativo;Clientes Fieis;30;30;6;30;6;29;30;30
01/12/2014;Ativo;Novos Clientes;2;2;0;2;0;1;2;2
01/12/2014;Ativo;Potencial Fiel;22;21;3;21;3;22;22;22
01/12/2014;Churn;Em Risco;2;2;0;2;0;0;0;0
01/12/2014;Churn;Perdido;17;17;1;17;1;0;0;0
01/12/2014;Churn;;65;50;3;50;3;0;0;0
01/12/2014;Dormente;Campeao;1;1;0;1;0;0;1;1
01/12/2014;Dormente;Clientes Fieis;33;33;8;33;8;0;27;32
01/12/2014;Dormente;Clientes Promissores;1;1;0;1;0;0;1;1
01/12/2014;Dormente;Potencial Fiel;10;10;3;10;3;0;10;10
01/12/2014;Dormente;Precisa de Atencao;2;2;1;2;1;0;0;2
01/12/2014;Dormente;Quase Dormindo;5;5;0;5;0;0;0;5
01/12/2014;Inativo;Em Risco;14;14;1;14;1;0;0;0
01/12/2014;Inativo;Hibernando;7;7;2;7;2;0;0;0
01/12/2014;Inativo;Perdido;7;6;1;6;1;0;0;0
01/12/2014;Não Ativado;;33;4;0;4;0;0;0;0
01/01/2015;Ativo;Campeao;107;107;27;107;27;107;107;107
01/01/2015;Ativo;Clientes Fieis;36;36;6;36;6;35;36;36
01/01/2015;Ativo;Novos Clientes;5;4;0;4;0;5;5;5
01/01/2015;Ativo;Potencial Fiel;19;18;2;18;2;19;19;19
01/01/2015;Churn;Em Risco;2;2;1;2;1;0;0;0
01/01/2015;Churn;Nao Perder!;2;2;1;2;1;0;0;0
01/01/2015;Churn;Perdido;13;12;1;12;1;0;0;0
01/01/2015;Churn;;63;53;3;52;2;0;0;0
01/01/2015;Dormente;Campeao;1;1;0;1;0;0;1;1
01/01/2015;Dormente;Clientes Fieis;33;33;7;33;7;0;25;33
01/01/2015;Dormente;Clientes Promissores;4;4;0;4;0;0;4;4
01/01/2015;Dormente;Potencial Fiel;14;14;2;14;2;0;14;14
01/01/2015;Dormente;Precisa de Atencao;1;1;0;1;0;0;0;1
01/01/2015;Dormente;Quase Dormindo;2;2;0;2;0;0;0;2
01/01/2015;Inativo;Em Risco;12;12;0;12;0;0;0;0
01/01/2015;Inativo;Hibernando;4;4;0;4;0;0;0;0
01/01/2015;Inativo;Perdido;7;7;0;7;0;0;0;0
01/01/2015;Não Ativado;;38;3;2;3;2;2;2;2
01/02/2015;Ativo;Campeao;77;77;19;77;19;76;77;77
01/02/2015;Ativo;Clientes Fieis;30;29;4;29;4;30;30;30
01/02/2015;Ativo;Potencial Fiel;14;14;5;14;5;14;14;14
01/02/2015;Ativo;;1;1;1;1;1;1;1;1
01/02/2015;Churn;Em Risco;6;6;2;6;2;0;0;0
01/02/2015;Churn;Perdido;9;8;1;8;1;0;0;0
01/02/2015;Churn;;49;38;2;38;2;0;0;0
01/02/2015;Dormente;Clientes Fieis;20;20;0;20;0;0;16;19
01/02/2015;Dormente;Potencial Fiel;10;10;0;10;0;0;10;10
01/02/2015;Dormente;Precisa de Atencao;4;4;1;4;1;0;0;4
01/02/2015;Dormente;Quase Dormindo;5;5;0;5;0;0;0;5
01/02/2015;Inativo;Em Risco;8;8;0;8;0;0;0;0
01/02/2015;Inativo;Hibernando;5;5;0;5;0;0;0;0
01/02/2015;Inativo;Perdido;3;2;0;2;0;0;0;0
01/02/2015;Não Ativado;;26;2;1;2;1;1;1;1
01/03/2015;Ativo;Campeao;87;87;22;87;22;84;87;87
01/03/2015;Ativo;Clientes Fieis;41;41;7;41;7;41;41;41
01/03/2015;Ativo;Novos Clientes;1;1;0;1;0;1;1;1
01/03/2015;Ativo;Potencial Fiel;11;11;2;11;2;10;11;11
01/03/2015;Ativo;;1;1;1;1;1;1;1;1
01/03/2015;Churn;Em Risco;2;2;0;2;0;0;0;0
01/03/2015;Churn;Perdido;16;15;1;15;1;0;0;0
01/03/2015;Churn;;60;53;1;53;1;0;0;0
01/03/2015;Dormente;Campeao;1;1;1;1;1;0;1;1
01/03/2015;Dormente;Clientes Fieis;25;25;3;25;3;0;20;25
01/03/2015;Dormente;Clientes Promissores;2;1;0;1;0;0;2;2
01/03/2015;Dormente;Potencial Fiel;12;12;1;12;1;0;11;12
01/03/2015;Dormente;Precisa de Atencao;2;2;0;2;0;0;0;2
01/03/2015;Dormente;Quase Dormindo;5;5;0;5;0;0;0;4
01/03/2015;Inativo;Em Risco;6;6;2;6;2;0;0;0
01/03/2015;Inativo;Hibernando;3;3;0;3;0;0;0;0
01/03/2015;Inativo;Perdido;6;6;0;6;0;0;0;0
01/03/2015;Não Ativado;;26;2;0;2;0;0;0;0
01/04/2015;Ativo;Campeao;1649;1647;413;1647;413;1633;1648;1648
01/04/2015;Ativo;Clientes Fieis;633;632;87;632;87;618;633;633
01/04/2015;Ativo;Novos Clientes;38;38;3;38;3;38;38;38
01/04/2015;Ativo;Potencial Fiel;310;306;42;306;42;296;310;310
01/04/2015;Ativo;;9;9;7;9;7;9;9;9
01/04/2015;Churn;Em Risco;46;46;9;46;9;0;0;0
01/04/2015;Churn;Hibernando;1;1;0;1;0;0;0;0
01/04/2015;Churn;Nao Perder!;2;2;1;2;1;0;0;0
01/04/2015;Churn;Perdido;219;212;23;212;23;0;0;0
01/04/2015;Churn;;896;762;48;751;37;0;0;0
01/04/2015;Dormente;Campeao;14;14;4;14;4;0;14;14
01/04/2015;Dormente;Clientes Fieis;434;432;71;432;71;4;322;430
01/04/2015;Dormente;Clientes Promissores;39;37;3;37;3;0;37;38
01/04/2015;Dormente;Novos Clientes;2;2;0;2;0;0;2;2
01/04/2015;Dormente;Potencial Fiel;204;199;27;199;27;0;193;203
01/04/2015;Dormente;Precisa de Atencao;84;83;10;83;10;0;0;83
01/04/2015;Dormente;Quase Dormindo;77;76;8;76;8;0;0;73
01/04/2015;Inativo;Clientes Fieis;2;2;0;2;0;0;0;0
01/04/2015;Inativo;Em Risco;147;146;27;146;27;1;1;1
01/04/2015;Inativo;Hibernando;111;108;12;108;12;0;0;0
01/04/2015;Inativo;Perdido;81;79;7;79;7;0;0;0
01/04/2015;Inativo;Precisa de Atencao;2;2;0;2;0;0;0;0
01/04/2015;Inativo;Quase Dormindo;7;7;0;7;0;0;0;0
01/04/2015;Não Ativado;;178;28;12;27;11;5;5;5
01/05/2015;Ativo;Campeao;3824;3819;1265;3819;1265;3791;3824;3824
01/05/2015;Ativo;Clientes Fieis;1330;1324;283;1324;283;1305;1329;1329
01/05/2015;Ativo;Novos Clientes;83;79;6;79;6;78;83;83
01/05/2015;Ativo;Potencial Fiel;583;576;97;576;97;568;583;583
01/05/2015;Ativo;;25;25;25;25;25;25;25;25
01/05/2015;Churn;Em Risco;102;100;19;100;19;0;0;0
01/05/2015;Churn;Hibernando;1;1;0;1;0;0;0;0
01/05/2015;Churn;Nao Perder!;6;6;2;6;2;0;0;0
01/05/2015;Churn;Perdido;414;399;52;399;52;1;1;1
01/05/2015;Churn;;1524;1383;105;1379;101;0;0;0
01/05/2015;Dormente;Campeao;16;16;4;16;4;1;16;16
01/05/2015;Dormente;Clientes Fieis;966;962;227;962;227;13;720;966
01/05/2015;Dormente;Clientes Promissores;43;40;4;40;4;0;42;43
01/05/2015;Dormente;Novos Clientes;1;1;0;1;0;0;1;1
01/05/2015;Dormente;Potencial Fiel;384;382;61;382;61;1;368;384
01/05/2015;Dormente;Precisa de Atencao;156;156;29;156;29;0;0;152
01/05/2015;Dormente;Quase Dormindo;131;130;14;130;14;0;0;123
01/05/2015;Inativo;Clientes Fieis;3;3;2;3;2;0;0;0
01/05/2015;Inativo;Em Risco;323;320;56;320;56;1;2;2
01/05/2015;Inativo;Hibernando;195;188;21;188;21;3;3;3
01/05/2015;Inativo;Perdido;141;136;13;136;13;0;0;0
01/05/2015;Inativo;Precisa de Atencao;7;7;2;7;2;0;0;0
01/05/2015;Inativo;Quase Dormindo;5;5;2;5;2;0;0;0
01/05/2015;Não Ativado;;223;40;18;40;18;14;14;14
01/06/2015;Ativo;Campeao;331;328;66;328;66;329;331;331
01/06/2015;Ativo;Clientes Fieis;153;151;14;151;14;152;153;153
01/06/2015;Ativo;Novos Clientes;16;15;1;15;1;16;16;16
01/06/2015;Ativo;Potencial Fiel;83;79;0;79;0;78;83;83
01/06/2015;Ativo;;1;1;1;1;1;1;1;1
01/06/2015;Churn;Em Risco;21;20;2;20;2;0;0;0
01/06/2015;Churn;Nao Perder!;1;1;0;1;0;0;0;0
01/06/2015;Churn;Perdido;111;101;3;101;3;0;0;0
01/06/2015;Churn;;505;412;17;408;13;0;0;0
01/06/2015;Dormente;Campeao;2;2;0;2;0;0;2;2
01/06/2015;Dormente;Clientes Fieis;115;113;13;113;13;0;91;114
01/06/2015;Dormente;Clientes Promissores;20;20;0;20;0;0;19;20
01/06/2015;Dormente;Potencial Fiel;74;67;3;67;3;0;70;74
01/06/2015;Dormente;Precisa de Atencao;17;16;0;16;0;0;0;16
01/06/2015;Dormente;Quase Dormindo;45;42;3;42;3;0;0;45
01/06/2015;Inativo;Em Risco;57;56;5;56;5;0;0;0
01/06/2015;Inativo;Hibernando;42;40;3;40;3;0;0;0
01/06/2015;Inativo;Perdido;42;42;1;42;1;0;0;0
01/06/2015;Inativo;Precisa de Atencao;1;1;0;1;0;0;0;0
01/06/2015;Inativo;Quase Dormindo;1;1;0;1;0;0;0;0
01/06/2015;Não Ativado;;150;13;6;8;1;1;1;1
01/07/2015;Ativo;Campeao;634;632;140;632;140;627;634;634
01/07/2015;Ativo;Clientes Fieis;237;234;24;234;24;229;237;237
01/07/2015;Ativo;Novos Clientes;17;15;0;15;0;15;17;17
01/07/2015;Ativo;Potencial Fiel;117;112;13;112;13;113;117;117
01/07/2015;Ativo;;1;1;0;1;0;1;1;1
01/07/2015;Churn;Em Risco;19;18;3;18;3;0;0;0
01/07/2015;Churn;Hibernando;2;2;0;2;0;0;0;0
01/07/2015;Churn;Nao Perder!;1;1;0;1;0;0;0;0
01/07/2015;Churn;Perdido;120;116;14;116;14;0;0;0
01/07/2015;Churn;;534;448;22;448;22;0;0;0
01/07/2015;Dormente;Campeao;5;5;1;5;1;0;5;5
01/07/2015;Dormente;Clientes Fieis;171;170;28;170;28;2;122;170
01/07/2015;Dormente;Clientes Promissores;12;12;2;12;2;0;11;12
01/07/2015;Dormente;Novos Clientes;2;2;1;2;1;0;2;2
01/07/2015;Dormente;Potencial Fiel;70;68;10;67;9;0;66;70
01/07/2015;Dormente;Precisa de Atencao;32;31;3;31;3;1;1;30
01/07/2015;Dormente;Quase Dormindo;46;46;3;46;3;0;0;44
01/07/2015;Inativo;Clientes Fieis;1;1;0;1;0;0;0;0
01/07/2015;Inativo;Em Risco;81;78;8;78;8;1;1;1
01/07/2015;Inativo;Hibernando;53;51;8;51;8;0;0;0
01/07/2015;Inativo;Perdido;49;44;2;44;2;0;0;0
01/07/2015;Inativo;Precisa de Atencao;1;1;0;1;0;0;0;0
01/07/2015;Inativo;Quase Dormindo;1;1;0;1;0;0;0;0
01/07/2015;Não Ativado;;180;16;5;14;3;2;2;2
01/08/2015;Ativo;Campeao;46622;46318;9304;46316;9302;46218;46618;46621
01/08/2015;Ativo;Clientes Fieis;22374;21884;2910;21881;2907;21934;22373;22374
01/08/2015;Ativo;Novos Clientes;2384;2259;156;2257;154;2304;2380;2380
01/08/2015;Ativo;Potencial Fiel;14549;14004;1450;13997;1443;14137;14541;14541
01/08/2015;Ativo;;327;326;279;326;279;325;327;327
01/08/2015;Churn;Em Risco;2216;2176;227;2176;227;3;4;4
01/08/2015;Churn;Hibernando;36;33;2;33;2;0;0;0
01/08/2015;Churn;Nao Perder!;59;59;13;59;13;0;0;0
01/08/2015;Churn;Perdido;14235;13688;985;13684;981;12;12;14
01/08/2015;Churn;;50502;45438;2407;45223;2192;6;6;6
01/08/2015;Dormente;Campeao;330;327;69;327;69;3;330;330
01/08/2015;Dormente;Clientes Fieis;15914;15635;2437;15629;2431;111;11680;15824
01/08/2015;Dormente;Clientes Promissores;2153;2046;175;2042;171;5;2054;2153
01/08/2015;Dormente;Novos Clientes;66;64;7;64;7;0;66;66
01/08/2015;Dormente;Potencial Fiel;9859;9474;987;9468;981;29;9405;9849
01/08/2015;Dormente;Precisa de Atencao;3328;3234;362;3233;361;6;7;3219
01/08/2015;Dormente;Quase Dormindo;4870;4660;404;4655;399;8;8;4704
01/08/2015;Dormente;;10;10;6;10;6;0;7;10
01/08/2015;Inativo;Clientes Fieis;74;71;11;71;11;0;0;0
01/08/2015;Inativo;Em Risco;7560;7347;925;7344;922;19;22;22
01/08/2015;Inativo;Hibernando;5813;5556;498;5551;493;5;5;5
01/08/2015;Inativo;Perdido;5528;5262;388;5258;384;6;6;6
01/08/2015;Inativo;Precisa de Atencao;80;74;8;74;8;0;0;0
01/08/2015;Inativo;Quase Dormindo;164;159;13;159;13;1;1;1
01/08/2015;Não Ativado;Clientes Fieis;1;1;0;1;0;1;1;1
01/08/2015;Não Ativado;Perdido;1;1;0;1;0;0;0;0
01/08/2015;Não Ativado;Quase Dormindo;3;2;0;2;0;0;0;3
01/08/2015;Não Ativado;;41377;32952;1586;32285;919;214;219;219
01/09/2015;Ativo;Campeao;1965;1950;477;1950;477;1954;1965;1965
01/09/2015;Ativo;Clientes Fieis;762;747;116;747;116;742;762;762
01/09/2015;Ativo;Novos Clientes;41;38;4;38;4;38;40;40
01/09/2015;Ativo;Potencial Fiel;411;400;48;400;48;402;411;411
01/09/2015;Ativo;;15;15;14;15;14;15;15;15
01/09/2015;Churn;Em Risco;58;57;7;56;6;0;0;0
01/09/2015;Churn;Nao Perder!;3;3;1;3;1;0;0;0
01/09/2015;Churn;Perdido;357;343;23;343;23;0;0;0
01/09/2015;Churn;;1318;1127;65;1124;62;0;0;0
01/09/2015;Dormente;Campeao;16;16;5;16;5;0;16;16
01/09/2015;Dormente;Clientes Fieis;562;557;98;557;98;2;415;561
01/09/2015;Dormente;Clientes Promissores;53;52;4;52;4;0;51;53
01/09/2015;Dormente;Novos Clientes;3;3;0;3;0;0;3;3
01/09/2015;Dormente;Potencial Fiel;296;287;35;287;35;1;284;296
01/09/2015;Dormente;Precisa de Atencao;98;98;4;98;4;1;1;92
01/09/2015;Dormente;Quase Dormindo;117;114;9;114;9;0;0;113
01/09/2015;Inativo;Clientes Fieis;4;4;0;4;0;0;0;0
01/09/2015;Inativo;Em Risco;233;228;34;228;34;0;0;0
01/09/2015;Inativo;Hibernando;142;139;12;139;12;1;1;2
01/09/2015;Inativo;Perdido;117;112;5;112;5;0;0;0
01/09/2015;Inativo;Precisa de Atencao;1;1;0;1;0;0;0;0
01/09/2015;Inativo;Quase Dormindo;2;2;0;2;0;0;0;0
01/09/2015;Não Ativado;;397;122;14;122;14;11;12;12
01/10/2015;Ativo;Campeao;1190;1184;273;1184;273;1182;1190;1190
01/10/2015;Ativo;Clientes Fieis;536;528;105;528;105;524;536;536
01/10/2015;Ativo;Novos Clientes;39;38;2;38;2;38;39;39
01/10/2015;Ativo;Potencial Fiel;295;285;32;285;32;287;295;295
01/10/2015;Ativo;;10;10;9;10;9;10;10;10
01/10/2015;Churn;Em Risco;42;42;6;42;6;0;0;0
01/10/2015;Churn;Nao Perder!;1;1;0;1;0;0;0;0
01/10/2015;Churn;Perdido;274;261;20;261;20;0;0;0
01/10/2015;Churn;;1070;921;69;920;68;0;0;0
01/10/2015;Dormente;Campeao;11;11;1;11;1;1;11;11
01/10/2015;Dormente;Clientes Fieis;395;392;79;392;79;4;300;391
01/10/2015;Dormente;Clientes Promissores;44;44;3;44;3;0;42;44
01/10/2015;Dormente;Novos Clientes;2;2;0;2;0;0;2;2
01/10/2015;Dormente;Potencial Fiel;222;216;32;216;32;0;216;222
01/10/2015;Dormente;Precisa de Atencao;70;68;10;68;10;0;0;70
01/10/2015;Dormente;Quase Dormindo;104;101;12;101;12;0;0;92
01/10/2015;Inativo;Clientes Fieis;1;1;0;1;0;0;0;0
01/10/2015;Inativo;Em Risco;179;176;29;176;29;1;1;1
01/10/2015;Inativo;Hibernando;133;129;15;129;15;0;0;0
01/10/2015;Inativo;Perdido;109;106;14;106;14;0;0;0
01/10/2015;Inativo;Precisa de Atencao;1;1;1;1;1;0;0;0
01/10/2015;Inativo;Quase Dormindo;2;2;1;2;1;0;0;0
01/10/2015;Não Ativado;Nao Perder!;1;1;0;1;0;0;0;0
01/10/2015;Não Ativado;;405;174;12;173;11;2;2;2
01/11/2015;Ativo;Campeao;1012;1004;213;1004;213;1004;1012;1012
01/11/2015;Ativo;Clientes Fieis;444;438;82;438;82;433;443;444
01/11/2015;Ativo;Novos Clientes;38;36;1;36;1;36;38;38
01/11/2015;Ativo;Potencial Fiel;239;232;33;232;33;233;239;239
01/11/2015;Ativo;;12;12;12;12;12;12;12;12
01/11/2015;Churn;Em Risco;39;39;5;39;5;0;0;0
01/11/2015;Churn;Hibernando;2;2;1;2;1;0;0;0
01/11/2015;Churn;Nao Perder!;3;3;1;3;1;0;0;0
01/11/2015;Churn;Perdido;240;228;18;228;18;0;0;0
01/11/2015;Churn;;843;728;52;726;50;0;0;0
01/11/2015;Dormente;Campeao;4;4;1;4;1;0;4;4
01/11/2015;Dormente;Clientes Fieis;285;279;54;279;54;1;208;284
01/11/2015;Dormente;Clientes Promissores;38;37;2;37;2;0;38;38
01/11/2015;Dormente;Potencial Fiel;165;160;27;160;27;0;152;164
01/11/2015;Dormente;Precisa de Atencao;63;61;10;61;10;0;0;62
01/11/2015;Dormente;Quase Dormindo;95;90;9;90;9;0;0;92
